"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"454",2021-08-03,14.1376936190655,8.01091742143491,-32.4944419881417,-31.0720489795078,-17.4179435524496,-9.17742436817299,-4.58124229381449,-23.4897225902135,-6.7288364550031,-22.4313700667579,-30.7914660884286,-Inf,0.187586199006039,5.99590157707934,4.56139431257798,8.75002430958838,-25.5305510328012,-24.1435220968465,-26.5049671956972,-12.6885472927696,-1.54060449724035,-6.59370637439308,-10.9770852612067,-3.13365963164009,-0.883935024742676,-9.07219237779415,-13.7767866482201,14.0447126973336,10.4116239343153,19.2182606319575,-5.79663288253044,-7.99831074568712,1.75310910757574,-23.8861826813767,-0.725046166389801,-1.05855684581988,2.85656979801089,-7.68606044436556,-9.95479408452709,-5.90254912004888,-3.47731182217114,-29.0005239389876,-25.0135510349957,6.49620175027571,-4.08627059087411,1.52741212249788,7.35360053167474,-44.7665561358,-17.4610563438004,-30.5730954809413,-2.32857991175992,-9.40024529930086,8.96316970664251,4.75943928627193,-24.1644541134338,-25.7462376255426
"455",2021-08-04,-0.349455504502565,-39.2545319123244,-32.6969835205078,-17.2928420146527,-11.2521038811691,-10.9676544927887,-35.213893524999,-16.4774786487473,-28.7451110737939,-32.4914051565331,-Inf,-1.77381169668348,0.204634131625857,-4.54203236302571,0.373739880867785,-32.0726488142425,-25.8312681602266,-26.5307990407986,-14.9756131222424,-7.85077839923943,-16.8084516409771,-21.214537858343,-8.56463323210656,-2.31554695212935,-9.16326299496569,-16.1589013695022,8.65703925816841,1.78682961766354,11.7297463994857,-11.425184497484,-9.59496272182808,1.60936729261982,-26.558993955259,-7.0922210950247,-10.8322224187526,-6.19250139148263,-13.4732992180353,-11.6453755494009,-6.1237335402722,-5.77549122160058,-37.2236349038937,-37.1590459758687,-2.25590223035128,-9.73607802065767,-0.0446338392070365,7.10239069972145,-48.0731828445885,-25.0107584501607,-43.3161122389057,-11.9526245802281,-15.397182725724,7.45639594167482,4.4421091842727,-27.0785405755714,-33.8947646954802,-36.9888194378144
"456",2021-08-05,-38.9979542164249,-32.5549291484725,-17.2590293845064,-11.2549894339015,-10.9199396876107,-35.0358338255841,-16.2389208646239,-28.5066090821767,-32.3480017227969,-Inf,-1.77480056503838,0.249016734042288,-4.40313932689894,0.578717190435497,-31.8266650869883,-25.6935885943501,-26.4907861730961,-14.9748775558471,-7.8012324301968,-16.6518997972437,-20.9640120356351,-8.3613530789594,-2.20239440605967,-9.12722745694036,-16.1562986480486,8.70033242475477,1.91959918667115,11.9130047411871,-11.2154430099303,-9.47247581854965,1.64320555215486,-26.5541451751377,-7.0399124371583,-10.681112995437,-5.97104875936157,-13.2585801380205,-11.5192937135961,-6.08577697813735,-5.7697669779877,-37.1546331324352,-36.9704642133822,-2.04171218647131,-9.52734829372449,0.0695110276973899,7.13688777829436,-48.0628441042653,-24.9461085628456,-43.117423060234,-11.7170894980227,-15.1765498305357,7.5630554380242,4.47889554665309,-27.0676844023718,-33.8236150277873,-36.7973393284283,-39.6341780216952
"457",2021-08-06,-11.930760242126,-5.61016046692368,-8.01439718365176,-11.216166717036,-29.7447602522361,-2.28747870748203,-6.46725649913395,-11.6486880152337,-Inf,1.32799523679563,0.131988683050707,-0.176292872310411,12.608594632335,-9.11774782856927,-5.9334649552716,-13.6699546008052,-11.3144870822643,-7.76749267201293,-11.7781833333067,-6.21019177604359,10.3873724660296,13.9469884778962,2.04279714153363,-12.3026443638196,8.86358526545422,6.14347400307842,22.7417955480808,8.11096985639818,7.91349071189159,11.808671127769,-22.1871299352097,-6.69178279391076,-5.77326309025506,7.15789700766908,6.50797644774163,6.28087026492675,4.98356570653722,-1.98019551192257,-36.5092014484605,-30.7231587342701,10.6977342176979,9.67000781148226,16.0995098923506,16.9180652131155,-42.5636686960207,-24.1778304548444,-36.409420912725,2.33624819971957,5.0968833893267,22.4643592051963,14.6337448453106,-22.182667044491,-32.809027473094,-30.2143185762988,-21.9373032083905,8.74888860919239
"458",2021-08-07,0.837871291792852,-3.71472047683499,-10.1060387329751,-29.9196595098509,-0.767356523196671,-1.71382837578706,-4.48952156595682,-Inf,5.29576906243159,1.17817282082443,-0.258327398688903,13.9508438877285,-4.20352578566609,0.893579678909237,-6.65430486101392,-6.79344528537231,-6.58561857193383,-11.8109167328887,-4.52635227577363,14.4578717615425,19.5206236621603,8.1210473014777,-7.69639378698323,9.90759070101045,6.1650793138554,24.0046335843684,12.3203004710174,13.9075889185967,17.3100085558799,-17.1266422199098,-5.4177458743506,-5.69390632019045,8.72085856476886,10.8266246014677,12.4113469208444,10.9418592506536,2.28395309020172,-34.8131381282374,-30.5574834973638,12.2445119689089,13.8771120264823,21.6145885451909,22.1551722111453,-36.5461593757863,-22.5752903854519,-36.1663939255815,4.07505007171866,9.55308730009129,27.5858118070692,20.0427076292614,-16.9772887288329,-31.0316012134562,-29.9157412248396,-19.7077463277442,13.0681784194213,21.9337250568907
"459",2021-08-08,-4.23859562071632,-10.4405743996156,-30.0238865368636,-0.758801866631831,-1.82144414531017,-4.82237624487257,-Inf,4.81502576860736,0.874944389287095,-0.342336597033264,13.9547203641,-4.31749979295149,0.574989670455604,-7.18697651184983,-7.33823312220211,-6.91586829475394,-11.9085770589266,-4.52578464348934,14.3612670149074,19.2595795170663,7.65987592023088,-8.24847849589464,9.6257514583543,6.07980329840212,24.0020523826031,12.2181792231122,13.625851220135,16.8929012666841,-17.7299863678247,-5.75066632739993,-5.79367790287321,8.71418232174798,10.7196237721409,12.1221913479284,10.4904186106485,1.77817087873012,-35.2428901864429,-30.685297023571,12.2346746041282,13.7707537837711,21.3535668615689,21.7586450586161,-37.2563077287763,-22.9696519269417,-36.3044443816969,4.06058030931891,9.4382350469584,27.342603891977,19.633445467171,-17.5885502283291,-31.457024990179,-30.0519618406498,-19.7304164249302,12.9547727498992,21.6693099318623,24.3174744363297
"460",2021-08-09,-7.93247023422709,-28.2071476344209,-0.365709412069645,-1.86133573239815,-4.33921292096493,-Inf,7.11702553090913,3.138200142439,1.07427846573483,14.305919121527,-4.33877860884616,1.04965964510529,-5.59816594307339,-4.72955472388271,-4.46169435552712,-10.3124611580856,-4.08042260453061,14.3597929787703,19.6582930312334,9.04153264939074,-5.60485469604164,11.7112069760565,7.43290468037853,24.3394089695928,12.2329740915748,14.0664935902213,18.147989945451,-14.8409065734099,-3.29757996989121,-4.25431884791741,9.13558318300587,10.7511659530206,12.5847957618371,11.8546269389934,4.20008193787406,-32.0893494564779,-28.7650547889277,12.6552962677341,13.8170638860518,21.7803099241775,22.9619396533123,-33.8558009397334,-20.0874968395999,-34.2822162653716,4.53719908865492,9.50342575473886,27.7485637164096,20.8805020409687,-14.6615601569481,-28.3601757744126,-28.1040417042592,-19.1147245331185,13.0332594284748,22.1195428001298,25.5022431374578,-35.2588993470244
"461",2021-08-10,-22.8728966577522,2.32537501735687,-1.16086159778555,-4.40264987457447,-Inf,9.81541038820978,7.38284127926572,5.21238320448829,16.6269123094365,-3.58756080082506,1.02164045289686,-4.64388278305664,-1.65958395144725,0.138770812605236,-5.67342952682388,-1.23328284389319,15.0039073387033,19.6615173145618,9.89094489644613,-2.48169389981896,15.6186134305041,11.3462640902717,26.429492057812,12.9211450636305,14.0975946340421,18.9369329376491,-11.4147901774613,1.296450681537,0.176231637606408,11.6700162379061,11.4793438437397,12.6444319348376,12.7305726614368,7.08289504455895,-26.1863195892787,-23.2644209988328,15.1148562627789,14.547501175325,21.8586111767326,23.7504289271796,-29.7933660853675,-14.694981214197,-28.5163417504409,7.250707380839,10.2989179145788,27.8438209973495,21.7137343822198,-11.1522795463823,-22.5686411718567,-22.5753456700603,-15.6974305028636,13.8249700977908,22.2468265451139,26.3087773402051,-31.0847168342677,-15.6152523273387
"462",2021-08-11,13.2622103061751,5.62269635043766,-2.60069781241129,-Inf,12.0568761884503,14.2597606900453,15.872562127076,26.0091161966112,3.43005189432586,2.80846686735667,-4.65391077229657,0.951423258351574,7.62025266769395,6.26916259551463,10.2152911667891,20.8202764714212,21.1752618661544,9.95832773358395,0.234984977666113,21.9964483413621,21.4139883540322,34.7905517223341,18.9394353467532,15.7836735801254,19.0656072883335,-8.36987621859858,8.82210448442293,11.5669624458635,21.7573401109068,17.6573790958361,14.4273601305831,12.9420133288717,9.69811400767431,-16.4821407014811,-9.13185831278586,24.8555715434364,20.5691498214778,23.5143203031939,23.9985737317025,-26.0348686847607,-5.79933710321927,-13.7119834809781,17.944765782348,16.6802940093676,29.4286407303691,22.0332959892005,-7.84382526567229,-12.9823327323617,-8.38917418391368,-2.29417761260859,20.0132045888286,24.0145746933036,26.6702808340523,-27.0776776238984,-6.49766560199588,1.70579847704576
"463",2021-08-12,-1.87572126833163,-7.17427461521251,-Inf,12.1040097813,12.7619725792529,11.2778862215007,19.4481978554129,-4.28805107713229,-1.57333553041896,-5.9678890901497,0.942597189637532,5.9516663042173,1.10086157597534,2.21242786464286,14.4548614575463,17.5816009693519,8.77783740456503,0.163997236093577,20.5414309958988,17.0397238294541,28.9481484615629,12.3848594267558,11.9016839523171,17.9597399945206,-8.51415972174939,7.06767467595659,6.59856246073627,14.7113131606164,10.9606869551348,10.4397601265652,11.7044609355114,9.52214392630419,-18.7917627763021,-15.3197794284603,18.0541578590717,14.0722771661945,19.9117529791446,22.8764085256506,-26.3579519947738,-7.95892529558765,-20.2183853319904,10.4804030426384,9.82664978804172,26.0692994535731,20.8393812735575,-8.1863049018653,-15.354265587392,-14.6468547537871,-11.6461676403063,13.3966735177571,20.3595567127609,25.5073061624342,-27.5587282028086,-8.79517392247277,-4.01953473167935,-5.75110200865666
"464",2021-08-13,-6.13792664209152,-Inf,12.2584454529673,12.7525548569644,11.4860095289226,20.047412116877,-3.15690942287645,-0.585265655650021,-5.32388340763004,1.12467233392748,5.94957645130555,1.34067618716475,2.94642314463834,15.3875651495792,18.3880970568419,9.3382171238083,0.355555265228501,20.546442782859,17.2474160026445,29.4862152157503,13.3450877516685,12.7688324845795,18.4690828291966,-8.29724185518565,7.08142280801158,6.83970751092046,15.362871119604,11.9415435910355,11.3264402336067,12.2583965423044,9.71023360734722,-18.7641587965148,-15.013058389249,18.6856098873464,15.0236858930602,20.7092420649585,23.3652668209781,-26.085230022531,-7.92476849118106,-19.889310383812,11.1761246787541,10.8301192180857,26.8096950135659,21.3462781544543,-7.94424566752013,-15.3081256239353,-14.3241793492459,-10.7711466877278,14.3652522948961,21.1616683492236,25.9891206142539,-27.2632823521732,-8.74260718252127,-3.71877608300878,-4.91536203212972,10.8201024498333
"465",2021-08-14,-Inf,14.2063803654266,13.2764226393396,11.4597113852604,20.7063864524591,-0.695120691359825,2.85976210964806,-1.82408055294467,3.34254911864422,6.53997116516413,1.33985835056221,3.77288967245694,17.4255262678439,21.198781736953,12.3683018671703,2.6135234892668,21.0667927258708,17.2705083070008,30.1058659650941,15.4513460403738,15.7895521332668,21.2096759422623,-5.81848443291512,7.71507640673882,6.89233716766666,16.1295425451431,14.1012515362047,14.4138422109112,15.2245786467946,11.7973438179514,-17.9223026535718,-14.9153684804809,19.4440803789942,17.1263862106712,23.4848774590931,25.9706197973987,-23.14215566964,-7.13085409766608,-19.7535473328807,12.0284391828247,13.0560129279923,29.3855122884488,24.0352602300738,-5.40029793960109,-14.4291770651191,-14.1625225863272,-9.67870689298545,16.5214837212685,23.9510100122748,28.5334380196885,-24.2354872580046,-7.88487190906634,-3.54305049900584,-3.85284463186019,13.0848766792774,31.0101297317983
"466",2021-08-15,78.0293817311203,56.7100145909851,24.9501000227937,19.9723481715405,18.6906917897254,51.0872569051978,70.2071122626181,75.5084421656147,53.7527075050821,17.0320199242359,3.65777122236079,33.8446847859509,60.6335529670632,74.5915014738597,75.584154041977,61.2801448957447,30.9770649613377,30.580279073481,32.7925975845082,58.2619333725193,77.361558389109,73.7502688775721,55.1232219578333,22.9296353342519,17.3620585821157,32.2525301737147,57.9132357930182,75.8620936031022,78.3512304770449,43.1530578021048,5.62572825378659,21.2588635312434,35.1481073722276,62.6691828888732,79.1123380464011,70.094955672617,48.8024450463797,2.42424112709347,14.6928174133175,32.4927649198525,65.8182133065667,78.7600319094148,74.6741820816136,45.7876647085233,7.70893630724445,-5.51397713973838,35.6876924245474,63.4760611501626,80.1983792950793,70.464186848135,49.3299055928197,16.9491578995345,0.88128290138206,33.5603261437013,67.1258041787215,79.4202718410502
"467",2021-08-16,16.046357700561,-0.828470415013918,15.8927521951296,18.1816418395643,38.3045918320867,41.0560862338428,31.2237174927095,9.78759472445248,-12.0091331381178,-1.75314989289781,33.0816426277978,50.0604870417137,49.3750100448112,30.8773654740992,24.0299264893762,6.36328775684127,26.3196939551607,31.6612462112809,46.7478098195557,54.5750888468771,25.0787244076087,11.4353501861811,-5.06303108442229,11.8575739909902,30.7512668004806,45.9945528656451,51.2234769396907,37.7053175566129,-12.8435731286991,-29.2783723385487,15.5997532653449,33.3638926519157,51.822279979457,57.4923729195162,13.2428246573084,-2.22355980665639,-34.314818246252,8.11095282101844,30.272368997826,55.6329987405827,56.4689811371269,25.9246953747687,-8.87622447155078,-27.6589764500551,-14.2151847118265,33.2247177478568,52.3207562083549,59.1289458460614,12.900871165321,-2.35779513009584,-15.4371128643615,-7.82136600870301,30.6549257425945,56.8388301608356,57.2213481124566,21.4960131266573
"468",2021-08-17,-9.91942162613229,10.9990904555047,16.9594846084589,38.5866642264429,39.8906781489214,26.2383437333859,0.71046324988096,-22.1766674444165,-7.74096963148998,32.0323746617284,50.2493255019841,48.3330726637566,25.8154918944671,16.3375641271075,-2.19370088335512,21.9351013352258,30.5390867211273,46.9071759842613,53.6034854128935,19.5366517032114,2.41151824923006,-14.7283057973893,6.55412999130884,29.562984857478,46.1136876414724,50.1408964819293,33.0511775012697,-24.4126769340548,-41.2501011726866,10.4658043382038,32.1713020625909,51.8907527762851,56.5147846630456,6.6970366822175,-12.7685311391169,-46.8346713195083,2.46096469629137,28.9731422018833,55.6613264879853,55.4329874750823,20.2812294878461,-20.1762257389029,-39.6359997902079,-21.3130229958404,31.9314746924883,52.3139695692253,58.1236078571729,6.20123446130288,-13.0458142968348,-26.3375392455941,-14.5926245998873,29.261110455864,56.7990684333091,56.1350083319059,15.400021769127,-20.457312515742
"469",2021-08-18,15.2212632383544,19.4325379572329,38.9715816391687,39.7819639254728,27.2460157679148,4.15259367498746,-16.2677952428704,-2.59284013109077,34.083714015798,50.5843258284206,48.2658091379318,26.8630370389014,19.2682027117295,2.78179731247811,25.6919250134873,32.6631747844728,47.2893223899665,53.5664927570264,20.7096936684951,5.86518013965855,-9.10549405267392,11.0830171888619,31.7448962031391,46.5264582297851,50.1261914933625,34.0577227047379,-19.9649475129479,-34.2819581096576,14.8355603942825,34.2992647967314,52.2814271832678,56.5237123792016,8.14217834622174,-8.69661874600634,-39.5438332304004,7.25448512189264,31.2294606657523,56.041723126038,55.4643363575935,21.5520315378602,-15.7938314705082,-32.6578160208016,-15.3100977698424,34.1205806457078,52.7448778592731,58.1738345673625,7.73875129457719,-8.88309988526421,-19.9835044431296,-8.88357830817228,31.5638197672758,57.2091163915838,56.209285139627,16.8247261899017,-15.9788121627559,-36.6378461386261
"470",2021-08-19,12.2173147220362,35.630176120747,38.8898998175493,27.165461822884,2.06631677731476,-22.8095765434161,-11.8442031715196,28.1361064631973,47.8424258043601,47.4571448517287,26.7220635084186,17.4553722791854,-2.74922410522695,18.9438193019625,26.5420614355242,44.3259616777145,52.8028533745057,20.4920111432208,3.68671667126154,-15.3812427097266,2.95169444903771,25.4944586641523,43.4811183741046,49.2654635225931,33.8229150739821,-22.8234232752419,-42.0899469252373,6.99333625073134,28.2387032417682,49.5290397129724,55.7381871911473,7.74041012177232,-11.3609796637691,-47.7450362557729,-1.34460785351455,24.8397263381788,53.4742556682665,54.6237150355609,21.1453255090979,-18.711244778596,-40.5371459459035,-26.0742679186085,27.9554997727347,49.9505682209089,57.3506890669284,7.18586434972807,-11.7006216014817,-27.18483800301,-19.1166074563017,25.1138921223226,54.6478209518317,55.3123343182115,16.259260678865,-19.0588562579686,-44.9238282178764,-1.94261565830633
"471",2021-08-20,31.2728197552678,36.7159116303693,26.395215916779,1.7861873647578,-24.8852126432239,-16.8992505046747,23.0996533477125,44.291657690397,45.5637261170441,25.9102920540332,17.1828060442301,-4.52665920537847,15.2490874384667,21.3666729205699,40.5144152750215,51.0804039478378,19.5714089674695,3.32626335731415,-17.4229664540252,-1.50929104230013,20.2177202592699,39.5900816230861,47.390711577761,33.0236560857003,-23.337045554328,-44.6605421931852,2.68246765671231,23.1298562615903,46.0350897845046,54.0824441053665,6.58028992661222,-11.8754576344832,-50.47630685667,-6.08071793886455,19.4612444904184,50.2356942195923,52.9056757757559,20.1147277812101,-19.3115524336863,-43.1905750408241,-32.0141977461662,22.7735370662204,46.4477117398801,55.7166000427807,5.9270464061484,-12.3141578582327,-29.6362074091789,-24.7741118742399,19.7001145918558,51.4565277094339,53.5799974087272,15.0823567950809,-19.7645605339503,-47.7740043762355,-6.82318838890937,35.3279422258177
"472",2021-08-21,30.477237472142,24.7484300328206,9.32888218327229,-11.1045070606607,-9.14464169848951,21.1105838525433,36.7394083757364,42.1617192619249,26.8162592932749,25.8442171585139,9.62122879981883,23.1644507507591,21.7406909420909,34.486503672043,49.75004606508,23.2769742847473,16.0676804631498,1.34781392002154,10.6621865879056,22.9895792893874,35.4929699838068,47.776652523274,38.3266436174673,-3.79423607884674,-18.0619221086012,16.8786668985204,28.0577105521079,44.1454352617364,55.9702727997141,17.0018732955471,8.7714786803534,-19.2674050053861,12.092628821039,26.9400205937952,50.0912275628856,56.3978882591045,31.5564403317092,5.75775872417509,-10.1908533518548,-6.10786316062934,32.1190578137037,47.9756871962101,60.4315435926148,22.31481558378,14.0967116429057,3.16908201574465,2.7577507914155,31.6313692806247,54.3353415243117,59.9898623030474,32.4479471978701,11.3346422497023,-7.10675915023019,19.3025761909558,46.6829861868522,58.6189886655218
"473",2021-08-22,5.13912651037934,-8.64384593160477,-27.5961167176333,-22.5227577631908,9.68199025444815,25.9496141114302,23.4724825132679,4.31776147130798,8.1835567226388,-7.03656951921355,10.9682252291938,7.44947917789335,20.7790796327573,31.1034631345789,-4.08123966895806,-7.41679197547766,-20.5128774087591,-6.88045795565515,5.89746119212697,19.3963572923085,25.7734187793821,13.1503213213916,-37.3464055735689,-48.7998357548312,-2.70031043115007,9.1401860540227,27.860455289787,35.0983804160413,-21.3853736193006,-24.8576257481646,-55.1276217499573,-12.2022608499689,4.60295483827465,33.3511462435208,33.3158902715062,-4.00924835753471,-33.4491092775785,-47.9451786198027,-39.9479880880903,8.33392074262495,28.1440270071476,37.1841742795536,-22.728037229336,-25.897500259955,-34.2378016253638,-32.5707693676767,4.48609000876183,34.7435973995555,34.0363090516186,-11.0061740684828,-34.5416869446785,-53.3576615701195,-13.7529176079033,22.9142176744858,38.7956287405714,34.5958660240579
"474",2021-08-23,-11.1960478450835,-29.3919201870039,-23.1306065982244,9.53520854369819,25.4291382747189,22.1024428800682,1.71540271190552,6.01339345175471,-8.56028168651563,10.5100182454696,7.28095294886287,20.2078185718829,29.8589590842699,-6.92639964757796,-9.97114944044315,-22.2478046028351,-7.4502590264435,5.70777498698691,18.8004936807572,24.4207484712293,10.7642558360182,-40.6321994540411,-50.9658281988131,-3.26670802520157,8.93941637879045,27.3141234931517,33.9052909791239,-24.7368970770097,-27.8625119789754,-57.4104953854616,-12.8416032364077,4.3737446852085,32.8344013596619,32.079437970352,-6.89521832808402,-36.679800436747,-50.1459008044454,-40.7709416571107,8.09606115920201,27.574031779525,36.0095057097517,-26.1501167065889,-28.9632800711357,-36.2559174788236,-33.3744085907107,4.21997570919866,34.2143063745865,32.7923751065889,-14.1164771636183,-37.8370442699473,-55.6874715376811,-14.4630488900106,22.6847674755591,38.2883251874088,33.3522120421451,-27.5704846476371
"475",2021-08-24,-23.3904602346696,-19.3887444165788,10.4856464898945,25.6742169011617,23.289844129883,5.48017090803257,10.8721081126034,-3.49408831699664,13.2592975421831,8.29135327541308,20.5026525896983,30.9552950383347,-2.79593024478576,-4.25583716757311,-16.5081197225576,-4.11366005217474,6.77202758463087,19.1335283761066,25.6312066534716,14.2401539585575,-33.2848312800231,-43.8350420730034,-0.0259964986115553,10.0024678562578,27.6416306319965,34.9891804813929,-19.838092943293,-21.147349682335,-49.9308628163697,-9.26339127042446,5.52695513250099,33.1640569642573,33.2191682764018,-2.66293491290324,-29.4643304576391,-42.9692078992527,-36.2610958159898,9.23963224504053,27.9584982298066,37.107563069049,-21.1153317139435,-22.1201552460657,-29.7049194276075,-29.058125849995,5.44833530552319,34.5897273182122,33.9710032423968,-9.52581860761316,-30.4857489133451,-48.1586967870116,-10.7216854747293,23.7056874922802,38.6649569635401,34.5460500187492,-22.3983741515558,-41.467888208702
"476",2021-08-25,-8.08094109563235,15.8545810634507,27.1222226330251,23.7304202184875,8.40346292579099,17.1839821023364,6.67632450349184,21.5221102359586,13.8512459529425,22.1116033744959,31.4090391465642,0.46335804348444,3.19160651499843,-4.99739543886008,5.86056384806094,12.4840871677513,20.8311163743425,26.1811997746602,17.0256725330583,-23.6819589544935,-29.548923980961,9.61068405097367,15.5743134952396,29.2148621794134,35.5232224176832,-15.8534700105653,-12.3449617117508,-34.9607991533012,1.32206558018582,11.4361982954525,34.6670840246388,33.8221551848583,0.829171226279076,-19.9789100968109,-28.6196494376714,-22.9870059182196,14.9743355074078,29.632078669261,37.726397966664,-16.9034098429123,-13.0988692375977,-16.6192311050696,-16.4167549000375,11.4824234097832,36.157591577726,34.6739098126693,-5.63406905502789,-20.7677985707917,-33.1344616572825,0.182565662561887,28.6226971919083,40.1802443630227,35.2952972391181,-17.9571391257216,-30.8470986270445,-23.9927780260192
"477",2021-08-26,18.8068188910548,28.6660898177834,24.2673683499987,8.59057834182125,18.0524254691225,9.02698430343048,24.5025879668653,16.8920734088347,23.7803654888339,31.9112291178568,0.697472800345063,4.23314712851726,-2.32839242784672,9.45523056698113,15.5917007183132,22.5462985691314,26.7423437670794,17.2463562987786,-22.3177515562772,-26.2259501417549,13.0807055019551,18.5900092314394,30.7653241115015,36.0313327251334,-15.5098841460354,-11.0754673579257,-31.4679930002977,5.13046974248355,14.6183310395271,36.113674121962,34.3620446202033,1.15347528045889,-18.5908968676608,-25.2614987203369,-18.2153362205782,18.0471603373649,31.2068429776945,38.2516499360655,-16.4857058419051,-11.7601738658659,-13.5477882276126,-11.876341737275,14.6999343730032,37.6014088940015,35.2428873018542,-5.22479479549229,-19.3061379846144,-29.5977747890951,4.09580067831031,31.2320381713857,41.547174171745,35.8765935170225,-17.464747624267,-29.2287158269901,-20.6708375818593,-20.4216445491235
"478",2021-08-27,21.4248322011282,19.4060888383223,6.63730379804462,17.6230700675759,6.41867459711793,18.7314947307827,7.51790930221247,15.9927764183315,27.490789019194,-1.50794601071382,3.65208959544368,-5.34104390443782,2.46913740696679,6.01585324260061,14.5815567409716,21.9328951676282,15.339189463431,-23.1608109047693,-30.0390232212292,6.31235667539948,9.30138747097099,23.6002257562415,31.7852006003271,-18.2682767094471,-11.9323353110927,-35.5399744568296,-2.32440830128744,4.82118459806948,29.4601549956462,29.9575236069807,-1.2890822796139,-19.6028565237378,-29.2367514818684,-27.5885324039065,8.59043934292517,23.9972590829385,34.0635049819176,-19.4604886636683,-12.8050356449409,-17.2376034830349,-20.8259939815158,4.80191959514314,31.0212243460581,30.8040065016725,-7.99869030241705,-20.5185451351113,-33.9073440654586,-3.64372813931082,23.2080935165753,35.3449936815207,31.435081593472,-20.6577027571777,-30.646647165474,-24.7747090135775,-30.2243609513531,7.76062298487739
"479",2021-08-28,8.93628464690666,-1.12488925889774,15.778974740746,6.11871183883094,15.9137308482424,-1.00272995036396,4.69223454502113,18.0137302122824,-10.039776916668,1.39905468124926,-5.78361027303286,-1.00618521036904,-2.72313770513285,3.02492131570429,11.6676313512146,8.14657059873219,-26.1633005928277,-30.7143641479204,2.88430196816559,0.790949229637673,13.2046238555753,22.761591473864,-28.4230098549358,-14.7719306696778,-36.3778442224904,-6.16606768218672,-4.19016277607163,19.8074091136874,20.6369816870546,-10.0771528435905,-22.7550081878705,-30.1629082469223,-32.4999379987182,-0.141161010065042,13.538365279306,25.2375380962568,-29.9323199594121,-15.8888497896426,-18.1927781512706,-25.5914725288995,-4.37166117567956,21.4758330967034,21.4874958225284,-17.5623207515684,-23.9311628016722,-35.1292101172691,-7.82929566477452,15.7437554247536,26.3482759819377,22.1499149203892,-31.4497894857323,-34.4734044154332,-26.0347490041972,-35.6057764205016,-1.28242900344923,21.1441573827076
"480",2021-08-29,-6.13371961961902,13.337707375744,5.37569124506245,15.7887848624031,-2.31721469621364,1.58913817464729,13.9342717974702,-15.519382837305,-1.49037247031806,-6.65917614042433,-1.19473107588592,-4.09504970785394,-0.160838233256438,7.24933069081598,3.54827865278094,-29.900348257333,-31.8434385384808,2.66622767823965,-0.567728903305308,10.3279584543417,18.8780753165466,-34.885890070572,-18.2077261640772,-37.6048091325914,-6.44448342806424,-5.65230258175021,17.1262535740612,16.6260146600931,-15.6457201035181,-26.4683070451305,-31.3804813694733,-32.8971116437925,-1.58021701635176,10.622534358748,21.4396984381629,-36.5393726920062,-19.4306683576471,-19.3404306377373,-26.0148145868455,-5.90653162303814,18.804977015736,17.4788539011668,-23.5710779564327,-27.7573468436681,-36.4891733755809,-8.23281728439516,14.4765399024303,23.8219091556857,18.1550095402398,-38.2025957496539,-38.6667516627595,-27.3476202884702,-36.1633714986582,-2.83943389117994,18.4166072828126,25.240266563642
"481",2021-08-30,15.7474433162529,6.98617079221966,16.2456524662465,-2.21265514105593,2.2572826488976,15.528800575607,-12.0725962466644,1.34614172245268,-4.82540030102089,-0.624629329622797,-3.96659038815116,0.538163259764942,8.98299148720374,6.43929991548868,-26.251361890533,-29.5539484299121,3.23475717776034,-0.422396011050033,10.9706784875367,20.4076902828712,-30.8245054029464,-14.8704593255016,-35.1916580110382,-5.80078847946856,-5.47743425312673,17.7358174294515,18.2117264078622,-12.1479740464155,-22.879983463209,-29.0540379014655,-32.0661930768136,-1.3908623625795,11.2966584330425,22.9466550645622,-32.3912384731519,-16.025233322883,-17.2068862109887,-25.201216097048,-5.68709142756716,19.4325158754286,19.0751814172793,-19.8002800348059,-24.0965821766758,-34.0259264235883,-7.51205890757115,14.6714416729243,24.4248114200015,19.7514923514266,-33.9667537886579,-34.6740199723973,-25.0278715284658,-35.2291213454393,-2.5838949999843,19.077369983325,26.710588905791,-10.7419713597401
