"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"368",2021-05-09,-30.5919868832471,-4.72691816023584,-9.87358847450439,0.630671703356342,3.90938984289368,-0.769467793424818,1.75467736392146,-42.0072263994339,2.7002076292713,12.6064734122252,-4.35622406163301,19.483471241497,27.8912220925417,19.3938207477978,-29.2359167781969,-20.1472833637376,0.579975030649318,3.13805522595263,14.2121231505935,15.6128414330358,14.2426345678706,-47.9035013720779,10.0188143057249,37.3674818762715,1.55178902718188,7.86726588503102,16.1844617012401,13.8521355506248,-35.7028143695886,26.108909531342,11.6129058146791,4.16710306556759,15.5304777898758,18.7490776370843,6.17697039020304,-28.5799004257762,16.0413590088096,12.7946127946128,9.41562145034565,22.7806887319472,17.6612541341887,11.7489999105441
"369",2021-05-10,1.91342081691929,-7.22654198140078,3.24519126394859,3.92048914427431,-0.359036162671943,2.26582033767238,-33.9612310954306,4.08965608640912,10.2952838169791,-3.42787700914865,15.1626183947652,25.6366241858364,18.5174155413715,-28.4520788859516,-16.2763818426344,2.64658246071826,4.35816298286231,13.03282858283,15.6340175258868,14.2043375832441,-46.2646591396958,13.7447220178771,39.302129000831,2.1886636646609,7.60868389043742,16.2696866979941,14.1687689323684,-35.2398879640296,30.194832915263,14.7723465172318,4.70961693874252,16.0814263568753,20.1118797655417,6.00874750066076,-28.6537849088661,17.2398569203269,13.4291528382716,9.57976873756448,23.4822754069663,17.3514115796063,11.5672471052617,-14.3029652261908
"370",2021-05-11,-7.92593195413411,3.16182536581129,3.94098548510314,-0.90263207012847,1.47458596468617,-32.7392089604252,2.63490380580036,10.9551417301165,-3.60071538302799,18.4608680530279,25.6299179247769,19.8429084798311,-26.6710172659802,-16.9198058562697,3.80152740442475,4.5922478108525,14.5621967156186,16.442443610915,13.8764479403165,-45.068595526164,12.1738786492397,39.3015487549786,2.67706520728451,8.54070022583405,17.8766682413262,14.0627066049242,-35.7730458734347,28.3283197984438,14.9186113468603,4.87019018371853,16.4015815601528,20.3898050168478,5.77848724086387,-30.5087182229157,15.9197517323504,12.9216929053363,9.58375083928088,23.1364677816584,18.9807597489294,11.2232261166617,-16.2968675263317,-5.68724550338017
"371",2021-05-12,3.26590971589018,4.22577805825888,-0.456334903757874,4.18827732310865,-30.1181589146812,4.68956478843166,13.7754691210796,-1.80211175566919,18.8743296692631,27.3687455291593,18.537856317629,-26.7424979813956,-16.4637345370777,4.41946259658752,4.62266306761737,14.6913162808691,18.6408288403011,14.0729586390728,-49.0541387041458,14.4743012237193,39.8271201658118,5.77819693689145,9.5800795796187,18.6251380129269,14.6028463057842,-34.6351844196301,30.2225149082341,15.4029505769335,9.72376488335758,17.7492018380792,20.9432093256435,6.41177761816517,-29.1378195786941,17.3812032637521,13.2616976002787,11.3323101449335,24.0726317867042,19.6705217803188,11.4891129325334,-14.5668404218281,-4.62336962141243,19.573299253226
"372",2021-05-13,4.16663898761086,-0.369017583605798,4.53501578811702,-30.4782669372945,4.87679190687605,14.1579060025074,-4.59213995826933,16.5510017551948,27.6790807010278,20.151835637103,-30.0110884978265,-16.6023959484591,4.47943402805116,4.67448701745954,14.6441996338503,17.9044386578089,14.2704917241845,-45.6860515037622,14.9225459272621,39.8351242155936,5.22934017861491,8.1351858271598,17.888395311382,14.5989178179509,-35.2765249340418,30.533100361151,15.4743775719236,8.71444426485641,15.7407911491686,20.3198230407264,6.57038144259595,-27.2739364907537,17.4053719510045,13.0225584406733,11.4145528400309,22.7207686520842,19.8786242823455,12.0913505890115,-13.8589849965347,-4.22346629114825,19.7585526127552,15.1694120405651
"373",2021-05-14,-0.229690677857012,3.78694634188254,-32.2670670587342,5.85462269638268,14.7838169790743,-3.87152339898654,11.8596976535391,27.6688565942547,20.0839035700563,-26.0462177438087,-13.2941650354865,5.58503638551777,4.21982452488902,4.07261461979219,18.0791998117076,14.2704917241845,-47.0280014360998,14.2886741305816,39.6585790423794,2.00908571656283,7.27315233211566,17.1159050747319,14.1763795220386,-35.3578984894653,31.0050179472415,15.7327386434087,7.66423504480721,15.3964511783269,19.4943726341699,6.28285725805126,-28.4493243021148,19.0009068154131,13.7211617297489,13.1189589706916,22.5714947697219,17.4153564681702,11.5631726667375,-15.1786164013158,-1.91605899315762,20.4707632735978,15.1741342139373,26.6880887582911
"374",2021-05-15,4.70942346522317,-36.0174128926899,6.44596116890861,14.8618373441784,-4.85471648361727,11.9006009722323,27.656461776665,19.9616644043325,-31.771007311219,-13.895258259098,5.49177248647493,4.27314509847676,5.2039807360158,18.0791998117076,14.2925476994929,-49.5577465283793,15.0060967621658,39.9367997650362,1.55878485182578,7.52899572979267,16.9721137917158,14.4820213507154,-39.2847410600374,30.9242112369367,16.1501000178567,7.73900472316505,15.5304777898758,19.5188961752012,6.84174609550572,-30.9424325562132,20.3240249286103,14.8075658789214,14.2386433259497,23.4321522658818,17.2621017929129,12.6921904964246,-19.1451490096932,1.02046066657803,21.8488378746984,17.8003644215175,27.7131444705202,13.897388680166
"375",2021-05-16,-35.5437427925755,5.52909570825878,14.8712146693983,-4.94921239080091,14.8414527944265,26.8591932250292,17.9713975375346,-33.2857901315135,-15.8612498169084,5.50809816778954,3.27589302126313,11.2503434557589,17.8726631810804,14.2742136700178,-52.6668901157667,12.7637983332158,39.8178995100146,1.77384004356892,8.01285069904356,16.8275858258537,14.7919544021649,-43.0753997745655,29.8176126749222,15.6097477784399,8.32106028770001,15.5304777898758,19.0686184246781,7.08612136895846,-35.8236385058315,18.2719486542703,13.8026485808126,12.9635511331231,22.8504157620588,16.800698864864,12.793457416177,-20.3973006126985,-3.81984962850264,20.3869618156559,15.6472438790863,26.7290512158085,13.0149046078954,0.343673845539931
"376",2021-05-17,8.23035252799681,15.6746815616644,-4.65377295760439,15.1626183947652,26.8633552247656,18.1398926842628,-18.7007008889233,-13.0550073902449,5.53318561675421,3.78954788015853,7.31845583509249,15.446915555483,14.2423818431535,-48.5779598846099,16.1638265496357,39.7706178305014,2.23005193735638,7.6985967028629,16.8275858258537,14.8587455393869,-38.6428644420497,32.2490254217657,16.0306922064989,8.65408113786972,15.3964511783269,19.8116889982657,7.07487838664509,-34.8766169306859,20.1118470961668,14.1361478204659,14.0969474424047,23.0535384826616,17.1829381963026,12.8431648672977,-21.1834874027508,-0.551214444329569,21.5633518039885,17.3998166494063,27.1524532006319,13.5755374474098,0.931034045942455,-28.495828513846
"377",2021-05-18,13.0026806918835,-5.28225529085364,8.46964807130783,26.7364804130115,20.4396860828559,-17.1082801491002,-18.9979560313719,1.61108549190745,2.5378930112499,-7.4186443930657,14.9872249590832,14.5521017276721,-43.0969982500672,12.8767395926758,37.7241826413364,0.288655251960374,-0.816910101214525,14.4674611791161,15.0351579128916,-36.7449648842481,28.9400386191103,14.0540838785661,3.47247993103819,13.225266207762,18.4933596590382,6.97291380770131,-30.3917228926487,18.0256101908034,12.0834185238193,10.5986061960956,21.3906275475616,16.7130291346042,12.7155969693073,-16.2968675263317,-2.20331910367953,19.3082707842558,15.2025568126307,24.9743501883369,12.8422991406941,1.03062699152904,-26.7787270759661,8.08600736924948
"378",2021-05-19,-6.77053477938536,11.4577984842235,26.4858486126275,18.7356665288438,-22.9387560972912,-20.4223491657679,-1.84120842659347,1.80689155003015,0.380070732086236,15.1975142863233,14.4338437913119,-47.723643676516,13.0491872663328,36.734261726697,-1.03730811294273,6.0424135187831,15.3742486986037,14.9277746827438,-36.2633425922485,30.0629118654762,14.7723465172318,3.94325018407773,14.9943713436802,19.7134189859586,6.87588319941305,-29.0769771860202,18.8484178715103,12.19215256222,9.4664735039968,21.6399646452078,17.402631892392,12.6533156005569,-19.2815191537408,-0.608976252726546,19.573299253226,13.8938390292514,25.5231033190684,13.8819619825757,-0.0102766460447587,-25.8486263685102,8.64413038682599,12.6548758395422
"379",2021-05-20,14.2256517272896,26.2264221979594,20.3679982309034,-23.282272782577,-16.1480179496398,-1.5140480716238,3.87695285259705,4.34507327563885,14.5833645113263,14.1856359541805,-46.6782031679559,12.2505366158435,37.5094200406888,0.929953936774852,7.89263631366153,15.3424792508672,14.767219985737,-34.3502656906098,30.0371299415584,14.7962023310079,4.39268358385863,16.7497277944895,19.3850443473434,6.82705244468601,-32.8440120698685,19.2942361402176,13.2744073323709,9.8189919613456,24.4488285149557,17.1858524415489,12.410596475436,-18.5454740685064,-0.6963544513213,20.6402943224194,13.6172303964672,27.530091177418,13.4498910074225,-0.143421758937452,-28.5460011877148,8.6818970451456,13.8109172529174,17.0965636866532
"380",2021-05-21,26.468685878732,20.0034211987579,-21.0310920372972,-18.0447586962987,-1.84120842659347,4.001274544093,-8.3177369387811,15.126077001253,15.2433670100506,-45.5387382908905,11.2902663428497,36.5294671767099,-0.0655858560365608,-16.7984599734022,14.2097695195631,15.5304964267187,-37.6641289807142,26.8045168143701,11.0447000567804,2.96498033511126,8.38213962758595,16.8827023183735,7.69146917095852,-33.0387175874287,14.4867189733988,9.83673888754649,8.78883317589347,21.4445693494547,14.700191682317,12.7117869383145,-13.9881006999014,-3.54850760966437,18.7077471840993,14.1628856712977,26.6635605866383,11.3145332634309,1.06524403471574,-27.302387223996,8.6818970451456,12.2633608013883,17.2502226806057,15.2889064466831
"381",2021-05-22,17.4764316187898,-21.1093917640943,-20.9930292014541,-4.07940703415853,3.02580844503475,-7.74649766511008,8.80945189768539,12.9673879430092,-43.0884180556915,12.2512269104028,37.129108283905,0.66878017318355,-16.644651019259,12.0974431119693,14.0916672255979,-35.7275138419234,28.9318123404659,14.3849152606985,4.3719950433705,3.21756140771771,16.8251181990996,6.53313089743263,-31.8443802140057,16.8117555006287,12.0834185238193,9.53470883186447,19.7145014716861,15.6170328574515,12.0682632688319,-18.3442792577336,-1.52128047189276,19.7775573591732,14.9862829005217,26.5213218424806,12.6395119514246,-0.0590313350614246,-28.2025105476938,8.86098590541604,12.4535450417216,17.3785757817261,14.5828200726007,25.1333358232647
"382",2021-05-23,-22.9090909090909,-23.7435917921677,-4.65987695283943,1.80664121869876,-8.67813702285543,7.21527236414445,2.42754726986081,-52.0950340738955,9.34242641056906,36.3444988872652,2.06709829723989,-17.5054955624711,12.3652906351956,12.6295636732137,-42.0560597896771,29.1494612518284,12.4959120083626,4.40973007919831,4.26031612748446,16.646953749464,6.65888804105062,-35.6969976530811,16.9065353383812,12.5305945710771,8.91989076883252,19.9095535170295,16.6043422138754,11.8747903376403,-21.1834874027508,-2.46884493616353,19.5063852514521,13.8854172772925,26.7290512158085,12.7051991613647,-1.80940753842394,-29.5602765264929,8.6818970451456,12.8625748617072,16.9747628646883,15.0797607178465,25.2310345042235,29.6078957983907
"383",2021-05-24,-20.6918867095434,-4.52372650687781,2.03203954948944,-11.0327737517554,8.37687595149565,8.38423438884959,-36.9898895558886,14.3306830053175,36.6944253417003,1.43998128543112,-18.2339990795643,9.59056433589423,14.6361494796465,-33.4174067605564,29.479854028367,11.8474110723881,4.86741016109046,-9.04663480170521,14.9677861811554,7.28894676090115,-34.2188332022185,13.666276259455,9.18873874711127,8.63121059307361,9.07369586297444,13.489366063366,12.6035207901196,-19.9312202883555,-8.69865138332915,16.1320922070367,12.9074828536257,22.8184307229114,9.58922650850519,0.602405695805997,-28.4387344008972,2.35191072833941,10.1068240624318,17.6530589283203,13.1348955065306,23.4395289049905,32.5673552578502,-17.3749846360396
"384",2021-05-25,0.304159308956357,4.80888275696333,-7.93094026154423,5.64686739398689,2.70686092466918,-36.3192660826862,16.3666320679613,36.5690528381902,2.90593124904987,-17.609194872545,8.5916327562344,10.1377982126065,-34.0333491261318,30.322178907634,12.306760886096,4.42718603523517,-1.54727148578073,15.9425977771894,5.85254782031737,-33.2196122215088,15.2511761180466,11.7194744418216,9.45186335721912,19.8261007611578,15.0179217426471,11.9261925595022,-17.9507954016705,-2.52957946203047,19.8327626822825,13.7536067634549,25.9740601231914,12.5532437091459,-0.572360889206981,-28.4387344008972,8.21302407526651,12.7458148452194,16.8630553341772,14.9735157461977,24.9452650843153,30.0131685102227,-18.2092335038339,6.86872385769944
"385",2021-05-26,4.64004321434012,-7.35557038025351,5.94080217461398,1.98858741127639,-36.0564497703998,17.541090161539,36.4397559146871,2.82627994810692,-18.6685058682788,7.97768817872662,8.08421541801437,-33.4307532235889,30.3137678617522,11.6087425839317,4.08284395596501,-1.60658921881632,16.1294045489349,5.55472638301748,-34.3046787175436,16.2378715886701,11.8329171907172,8.97140878289077,19.3581217337578,15.7275756618857,11.9985854779463,-18.5650556895054,-3.65850431074807,20.0103241743045,13.9760536959962,25.8357245219266,12.5532437091459,-0.351116100764971,-28.4387344008972,6.70311046719612,13.2077561751166,16.7001078242933,14.187553170604,25.0356371423058,30.4041740090444,-18.6423553660404,5.06089919278717,27.9402358646807
"386",2021-05-27,-7.55393093112303,8.40077983529857,8.52946494501399,-30.9540607061828,13.8046819102516,36.7090568497665,2.27820357849714,-18.2412196241176,11.5077918023775,12.5263701456826,-31.6395653728958,29.6602792356924,11.6056494205251,4.01856042239103,-2.10523280491631,15.4813155146483,6.01361551912339,-30.4771630111561,14.9624151451884,10.3273328252883,8.90559140357816,16.3363024493777,14.370356828267,11.3202159242755,-20.2501293402185,-5.88397826326009,18.0630323029823,13.6153675804886,24.3326926700894,11.6361920709171,-0.52836053451228,-28.2359538239658,7.7634014810045,13.1145241237413,17.4552060381604,13.5570123606016,25.2310345042235,30.7317679030169,-18.5739502869515,6.80497019294411,26.8489144662844,19.0945535607805
"387",2021-05-28,13.5894327691364,11.2897047761755,-39.297422050158,14.0946056251449,37.1556491590017,2.80624443765525,-9.84654505960456,13.6188716044676,14.5858182958028,-39.3307104901342,29.5783873625828,11.6129058146791,3.45178061526857,14.2231070182885,16.912406100431,6.57884323337968,-30.5390627225574,16.2378715886701,12.6629977964061,9.10023626226136,21.7024405104134,16.9535576644304,11.6724591717498,-20.1501322686762,-1.72629334751375,19.573299253226,13.9581745706079,26.7290512158085,13.0091100658022,-0.979844156008676,-28.5125786033384,8.58627864825546,13.4860442883418,17.0191458440767,14.5742646577642,25.7678066402319,30.2502468100465,-18.1536774230147,7.04266089858625,27.2375660026109,19.1721632555707,34.4249716895248
"388",2021-05-29,2.23249892821744,-30.4277794933982,12.4718591597553,36.1531610265815,2.585422118318,-12.8141037073255,11.4485348759472,10.3914457519632,-32.341009484969,29.23618878689,11.2647393416277,3.69419751090996,8.65339011201949,16.5664399233167,6.54415486869042,-34.3046787175436,17.8429740411847,12.2701922103885,9.09152242647285,21.1879253087108,16.8284124715385,11.1984300482503,-19.5233642122937,-2.64454915631448,19.2943796434941,13.4907477968619,25.8534735506603,12.8738435725361,-2.58798883345024,-28.6839333638194,8.64274790727623,13.0425893404549,16.9486912631069,13.89355100721,25.4264318661413,29.598960213159,-19.711062996965,7.42719959241323,27.9941228671481,18.9733686827451,34.1369634887387,27.6512765957447
"389",2021-05-30,-35.697615203912,13.8502312738706,36.4086363506118,2.76508493137744,-12.7668879586566,7.64808015846048,0.913304980692923,-35.0058990747278,29.5483020166654,11.1018416527725,3.5956755203563,8.01937734142875,15.9221680266339,1.5424002914838,-34.3046787175436,18.1592969144773,13.3064699334378,9.54433964390586,20.2466254194091,17.6736186131286,9.25091832113565,-19.3893579844401,-0.551214444329569,20.4395141677237,16.0190515270532,26.3127707548596,13.3743550122789,-0.308370636977885,-29.8585864124598,9.04521714244831,14.7568505606185,18.1793258637663,15.0846591499632,26.6292523358668,29.7307912783168,-19.711062996965,7.68428402792151,29.8074078797508,20.085600007339,34.8135653435374,27.6058237082067,-0.777135929908987
"390",2021-05-31,19.3201522343038,36.8750393994097,3.47214289193221,-17.2798117982763,5.47477367721689,0.345816434219736,-25.4065600497938,32.0861765426134,11.547899223733,5.06250740800604,4.80537767361176,14.2275571797805,-0.579010478185758,-27.4660726690231,17.1328866500319,9.06477368243879,10.0134660609501,20.185749959239,13.6874135536757,11.4068903437904,-19.6548324434075,-1.01355509928755,19.7683617705124,16.1946186763585,25.8310818361699,13.2188499794504,-0.465378470347358,-23.1149683103619,8.73097320598127,13.3059553375661,18.1895269795134,14.8214478187061,25.2955029765054,30.6459169302846,-18.4316847409873,7.10274506949672,26.31205485324,18.6207353656187,34.0532162920309,27.1731306990881,-2.95138538117498,-0.147785572950554
"391",2021-06-01,35.6259252891678,2.09207257946681,-15.2896066239312,3.62764273460357,0.393533188878136,-31.9157825796143,24.6468188045615,11.5959770149535,3.27867392202287,5.26899133248442,14.7084795561368,-2.73861503381481,-33.7250708348764,16.9916382348371,11.0405974830428,8.90068891042731,19.704856135172,14.3721746248068,11.798539631777,-19.0560116357389,-0.264313357656693,19.7474559136298,17.2696523829064,24.7778084551114,13.3106247310282,0.946512353351933,-29.392589404508,8.6818970451456,12.2260295324889,18.0412076320848,13.9217001505137,25.2310345042235,30.3688881340099,-19.3324950126221,4.44120015193525,26.3168727559998,18.5500013760584,34.2420120051218,27.5542127659574,-2.86739157720083,-1.96022635720868,41.3922940824488
"392",2021-06-02,-7.83006566334144,-15.632445560367,5.75109880850758,-0.141090203282131,-30.4017564069216,18.2873511106993,1.33579515700897,-0.61291597076307,8.76895749903113,14.7071489342256,-5.1118300314928,-35.4976958121413,5.08592222931657,3.94121133642705,7.54563877897697,19.6048329657694,14.370356828267,2.16245757831588,-23.9989067090968,-10.4616677416867,18.7295877006419,13.8856322175977,24.3755793085767,13.5334410914845,-5.96777820179278,-30.3747647159037,8.86355709379695,13.3643136969647,17.5267216726829,13.8937771627203,25.6123176903397,30.2053459586845,-18.9890041317235,8.18266801012599,29.2040851210055,19.9151247167613,34.5087040833697,27.7241671732523,-2.06457535487861,-2.20785289359535,44.1216944351572,35.0079708494648
"393",2021-06-03,-13.5260136649307,8.16143299547216,3.69428425552419,-27.3039447933311,22.9894980508435,5.80491468553731,3.59909487635363,9.70893387712921,15.0404630026626,2.9218376919022,-27.496230905262,15.1675241915372,9.0204849558765,9.73039873610961,20.6037603082389,14.3764161500662,11.3465285504224,-14.814286969339,-2.12841647094738,19.1628930577677,14.5719024171014,25.412985386633,13.6630025990724,-0.497918543724833,-26.5827386137672,8.86355709379695,12.6699572911579,18.0096963730408,14.1444200217879,25.5009461739093,30.9408682052044,-17.8361729083741,7.13970536390535,26.5214033558818,19.0348739071803,34.0303014603024,27.9382978723404,-2.89763699982552,-2.18723614754466,41.6195312623315,32.1704991493295,33.7819522803921
"394",2021-06-04,12.2692225878011,6.85948880380969,-30.1175634498904,22.3439847509117,6.63539394863543,3.60480577555088,13.847528004872,16.2732550820124,5.2340904645075,-31.6048016513894,16.1189426493112,9.45869965242282,12.725115108695,21.4445693494547,16.3099803608724,12.1896647638643,-17.1820426969144,-1.23088967340729,19.7556914097147,15.1810237020537,26.2780533259708,12.8880673096333,-0.560607668056426,-28.6357005551636,6.61955243435645,12.784041510362,16.9469973278327,13.6854398195375,25.4264318661413,29.0243306936159,-18.4484385488858,5.78443960232998,28.5419998901802,18.9254084600072,34.0498844143124,27.4594224924012,-2.97074030876046,-2.25068158527388,43.3048904207676,34.7293176550967,35.0325395074347,37.9300055989851
"395",2021-06-05,0.702747614504481,-30.7137299803054,19.3297416788558,3.7148558117698,2.48687211536734,13.5961577500138,12.4401589757168,-5.49982056026015,-34.2802015150884,9.49094294440157,7.42040110778611,9.05501242784576,20.7870388645276,14.1783836637914,5.90290396345724,-19.6548324434075,-3.90798485452764,20.2451288018235,13.2108238727032,25.255080659475,14.9036034112765,-2.46242584795525,-28.9454530594002,7.89223478750805,13.2225432024358,17.8067288609692,14.4319743472286,25.5165673806545,29.9887688159487,-19.8502179318691,7.46476641473013,28.6389040924423,18.6712290648001,34.5784021296385,28.5093414387031,-0.628801724111531,-2.0889057897688,43.9960653931091,34.8475365721328,35.2779291185065,38.2239735784602,34.4794510741171
"396",2021-06-06,-30.5422271561815,19.6856116512565,1.86734274858834,1.2603846775497,13.6463727462306,12.8601359564058,-8.05649589279609,-34.3046787175436,8.58791408952208,5.65050422441549,8.97151123833801,20.917908804087,14.3782858836499,1.59936271960968,-23.9404937379811,-7.23363302592686,18.7271143495691,13.2773706938664,25.0846160293451,14.6079099130238,-9.7984415600867,-42.6719134416623,7.61183551548973,13.3212515457275,16.9376119263044,14.5707905241804,25.8945929066006,28.5843188042717,-24.4375135911957,7.82102574483523,29.4447544198058,18.8119340959755,35.2641496865494,28.8492806484296,-2.93063757228442,-4.96833770536181,44.5701312827077,34.8656007609147,34.2985619879118,38.5023352728974,35.043113370156,13.8463294574538
"397",2021-06-07,26.5438130001125,4.48814331946927,2.65653790205269,11.5112711535977,13.1086811207152,-7.27562690670278,-21.9624931246891,11.2566297411953,5.74796730337519,8.95786929553684,20.0522598748852,12.7443995708384,6.22401584488342,-17.1567603447771,-2.30384988453793,18.0737141276669,13.9189561065843,24.7778084551114,13.6136884801889,-0.873522831097206,-25.6992567471099,8.18820092831079,12.3915133062463,20.0789461347335,13.6866106955838,25.2877717396943,32.7676827455893,-17.8090204569163,7.10274506949672,26.6296954624921,19.3842826607466,34.7129317810064,27.277273556231,-2.94133291087702,-2.05132997750605,40.3508429558053,31.5290550859378,33.3196751452496,37.1288014628235,34.3012181220435,13.8784317950375,-14.1737308650452
"398",2021-06-08,-12.5243523919015,1.79207298457338,7.49503263390358,11.3980535286346,-7.88156081215274,-22.9851595546917,0.819455270954357,-8.318721874232,6.90176776628683,18.9099911613019,12.4784172728297,2.98274059454654,-18.8049159044542,-19.9950639349671,12.5351292151084,13.1357836528128,24.0727118543791,10.210738346653,-8.82445620074455,-27.4377639509933,-1.40509855476854,8.44788170378144,17.0855796727767,11.902323916282,24.7728248893537,31.1460903165538,-17.9776300736525,5.52957088908652,25.3146692740023,19.1022717195532,33.5417329711566,27.3503951367781,0.271669253446228,-0.24201916817593,41.2337941405639,30.1990870363176,33.4234173386945,36.5974660458172,34.4011294612618,14.1598050004232,-11.5529264707177,17.9293091669011
"399",2021-06-09,2.29765637627284,7.98817059442301,11.3668309559107,-5.60440331682288,-23.209040860347,3.62912228885695,0.995479224880161,8.8420177985603,20.0142448920048,12.6507974759982,6.14714314068624,-17.5324977467144,-13.0827675117473,15.7675240738445,13.9223479297341,25.1527292966345,10.9233871494774,-1.10713443088124,-26.2161196074334,3.69025899692352,11.9442048638894,17.9791570953073,13.1576313530451,25.4464446892877,32.6861690834589,-17.5202095171462,5.46825849916184,26.2106663407497,19.467258983368,34.3567378931085,27.1731306990881,-2.08852092332214,-2.12401629359404,41.4764724761668,31.8606407491259,33.8678787933366,37.5246225409943,34.3515813008354,14.0093677776153,-11.7208475277506,20.8077804123297,33.5712044477763
"400",2021-06-10,8.14678797497554,10.7909068793153,-5.71857402897217,-22.9869400136885,2.60890598498173,-2.93303098455419,6.13504071920993,19.6562561677808,12.8969652146454,5.31957668703654,-18.3624796228146,-19.829080029083,11.7572555340436,12.4699572073392,24.0897322964395,11.7738560136165,-1.59984075685097,-27.6683751275138,-0.822333118695003,9.12797065455717,17.4976325535605,13.1358819295011,25.5134394044084,31.7438058639944,-18.916126958314,5.51603963053352,26.8214683621433,18.5910262643683,33.9834059907186,27.7145531914894,-1.77062765374503,-2.00801789201626,41.6254719160617,32.1158251503744,33.6194923856852,37.4637542494407,34.2877088255108,13.8182415152611,-13.2490471034586,21.5222842904794,33.8264631155465,23.4257249573554
"401",2021-06-11,9.80630378770264,-6.39763647250841,-23.4453908573157,2.74678403691502,-4.17284684919115,5.75820104627503,19.7095929908266,12.4535336579745,2.92912294041676,-19.5334966762004,-20.5999268001661,12.129717408513,12.5095387902118,24.1581331637315,10.7964554539131,-6.17690293451818,-28.4387344008972,0.451483911068192,9.53359727605568,17.2667573015799,12.1952001139439,25.136308178802,30.6413434251219,-19.711062996965,4.87624935272098,25.9874191333325,18.7260451163687,33.7947657076879,27.7749696048632,-0.275400185513427,-1.9354927071987,41.3922940824488,31.6378588556807,33.7143367448786,37.2589920409364,34.378300686708,14.6254043252866,-11.785045906286,20.1176857694008,32.4116728686325,22.3199223575084,27.0179080875896
"402",2021-06-12,-8.73880865949805,-22.6841652002989,3.15824418600096,-0.515073725051226,7.46521979084062,17.129804433079,3.63464667113558,-2.11409546067014,-18.0376729823739,-20.0974780523592,12.8418104421195,11.1650253043359,22.9155162666561,8.33978744632063,-14.236432531206,-28.9240110825793,-3.5023163053588,8.38132449367682,16.3326379447752,11.8825858332339,24.312112893487,24.9076673885197,-36.7207162914709,2.37305560420415,23.3347990739707,18.2068674488794,32.8224569298369,27.7013130699088,-7.76841664600303,-17.3671271261271,40.7095972169807,31.1468980669016,33.3300463627945,37.1100377754311,35.0940299904731,6.36783468899338,-28.4948327919648,19.6181630028534,32.4770267199007,21.6772542791601,26.8661206863594,27.3707650658224
"403",2021-06-13,-21.8603440832882,2.53234569448743,-2.65600873452029,6.37231899708412,14.7125134797296,6.26300157334618,6.31974767833881,-17.1771944723732,-20.9937985297666,11.6493881794165,11.5324918094717,23.0593532451141,8.67714525130741,-3.23365989527005,-27.4859346839624,-1.72365761608356,10.6185265622673,17.3914021846139,11.6900424851571,25.7665149883492,32.562764060211,-15.1006457590742,5.09972456051366,25.4252330571896,20.3601603566743,34.0162091348467,27.1998905775076,3.097056275466,-0.154331530811521,41.224499313381,30.3000497340817,34.0187192221737,37.3870032672559,34.3042111117842,14.9213986512657,-11.2047957324319,18.2465940602017,31.609232053026,22.189055055585,26.8533050536146,25.4609810569737,13.7766008736813
"404",2021-06-14,7.15957209280462,2.7237721727601,7.81822491156388,14.5778449023023,6.40899660400983,6.98222715472337,-7.85447517155882,-12.1744535862174,14.583256239807,12.1011229002612,22.5871222579394,8.87316730058087,-0.0779167174693041,-23.0853530347769,4.58117763408934,8.47901447528394,16.8290563030332,11.8666282362693,24.1593182567991,32.7956412815015,-14.4250412069297,4.72421365552095,25.2000152921178,19.1515590741879,33.5005218009163,27.5586626139818,2.19466817281525,-0.10469504295759,40.9565779825597,29.6384873694411,33.4180028427042,36.8317363232386,34.1927848847134,16.8699900217265,-11.5122182023046,18.0630517488513,30.6574140346473,21.7100935239104,26.481086552894,26.1753245187761,14.9896816418458,-23.5128773393592
"405",2021-06-15,-2.44047508410625,6.51967554408966,14.3734821895944,4.297638041738,1.2739842091629,-8.26374992272124,-22.8573046376854,9.47785428846649,10.707935205268,19.9242502678789,7.3309671076231,-6.06238193337122,-25.256113937854,-5.27197024576089,6.9853809677207,16.3954807557076,10.6889226143962,23.040579656016,30.6566208785376,-14.9858651564287,0.139835009245756,25.2230936958097,18.9866461175276,32.5022389330096,27.9330334346505,2.749321927013,-0.0792765850482834,40.8275852007888,28.9862913111043,33.7406962974303,36.6751005809242,34.1575078060036,15.8854499329224,-11.6974498463922,17.5227012418117,30.4149607020377,21.8201341097583,26.0887054548719,26.5766526879079,13.5016555863772,-22.5890453290071,32.7206193851202
"406",2021-06-16,7.44215877725572,14.3523293830932,5.27428299179534,2.85883363431532,-8.53889480003514,-20.015829874395,12.4665000810674,11.2856165855756,20.4666844156954,8.10406285988974,-3.49849333918158,-26.7139407508261,-2.21334603276811,8.1328130682822,16.433734939759,11.08710547893,23.5197358182848,31.9182076813656,-13.3382182848462,0.230973409058341,23.0519598413635,19.16005394149,32.8145423324871,27.2846605876393,2.62388225101863,-0.555983448595895,39.3602030727816,28.8058419963294,33.6814370214944,36.3363218211585,34.2082482061336,15.5314478073022,-10.9734949516289,15.9831762649198,31.1043711138776,21.9615757896594,26.3620515982972,25.6664642386107,13.225707304726,-22.7274272360314,33.1545705793749,35.3197862890022
