"","h=1","h=2","h=3","h=4","h=5","h=6","h=7","h=8","h=9","h=10","h=11","h=12","h=13","h=14","h=15","h=16","h=17","h=18","h=19","h=20","h=21","h=22","h=23","h=24","h=25","h=26","h=27","h=28","h=29","h=30","h=31","h=32","h=33","h=34","h=35","h=36","h=37","h=38","h=39","h=40","h=41","h=42","h=43","h=44","h=45","h=46","h=47","h=48","h=49","h=50","h=51","h=52","h=53","h=54","h=55","h=56","h=57","h=58","h=59","h=60","h=61","h=62","h=63","h=64","h=65","h=66","h=67","h=68","h=69","h=70","h=71","h=72","h=73","h=74"
"393",10665.87615,11108.291625,11477.8467,18397.276875,26273.295,25120.32885,23173.263,11042.649,11214.662625,11384.523,16704.09675,20338.263,25567.8228,25552.341,11293.7004,11396.2869,11680.5555,12561.6501,19142.2737,27222.4557,26726.060025,11060.25975,11349.79425,11658.06,11728.542375,18947.95335,29875.6917,25111.8468,10188.963,10842.471,11103.83235,11627.0955,18701.2557,30642.742125,26588.196,10111.42035,10445.76,11005.0974,11335.773375,19078.63875,31115.7207,26508.9753,10086.489,10412.28,11090.547,11137.5432,18867.123,31333.53375,26859.6054,10089.657,10433.2428,11045.872125,11030.45175,19194.99255,31972.95675,27043.2243,10089.657,10283.9463,10962.8883,11025.855,19217.5389,32713.335,27358.1739,10104.5664,10405.945125,11140.9938,11396.36925,19258.101,33058.4625,26499.42,10295.25975,10828.4985,11613.24,11601.684
"394",11219.742,11500.399125,18280.3635,28611.171,25708.6845,22352.544,11026.9485,11326.16385,11537.586,16945.1001,20703.33675,24787.4688,25495.561125,11188.4166,11303.013375,11640.294,12677.8365,19225.899,28396.1916,26843.373,11047.79925,11040.30675,11550.5811,11662.0155,18997.921125,30071.385,25361.5293,10193.8788,10790.059275,11103.1938,11640.294,18833.18175,30757.8492,26940.8727,10090.392075,10554.8724,11053.6704,11412.0279,19151.6616,31167.2295,26733.24,10068.789375,10467.9432,11210.8455,11435.23575,19184.071725,31459.671,27007.0929,10087.5186,10506.65985,11197.751625,11292.237,19252.0935,31843.1628,27168.8364,10087.7562,10470.7242,11192.7231,11279.4975,19264.437,32713.335,27179.03475,10091.80485,10438.203375,11335.6287,11479.4577,19284.723,32990.95575,26513.3358,10156.3236,10705.9383,11603.6712,11548.6065,19249.2243
"395",11461.52025,18276.1488,26165.4975,24964.146,22931.744625,10870.632,11184.32475,11357.9874,16611.0975,20232.774,25479.62775,25528.2642,11146.264875,11277.864,11637.6615,12592.557,19156.4865,27490.3875,26905.1517,10940.95215,11073.02535,11451.2211,11649.6882,18940.311,30071.385,25391.3481,10148.625,10764.8343,11068.83225,11631.60675,18743.3244,30774.267,26872.9704,10099.495125,10481.42025,11055.18915,11391.37425,18965.2104,31074.9849,26656.62345,10085.34375,10412.28,11074.2894,11213.811,18864.90225,31320.138375,26901.412875,10086.6474,10450.5012,11104.58565,11157.5826,19142.8515,31548.224925,27094.97925,10087.9146,10412.28,11088.9324,11174.034375,19146.3291,32270.616,27356.616,10102.428,10450.5012,11162.92725,11350.4643,19211.1588,32715.6273,26610.8274,10120.023,10534.374,11300.484375,11493.1035,19231.144875,32754.4308
"396",18266.8176,29355.2505,25306.587,21609.505125,11047.215375,11534.50125,11668.374,16949.1654,21462.507,23982.9687,24814.701,11546.9145,11525.77485,11940.6753,13286.0664,19449.3474,27757.209375,26842.9248,11522.1051,11447.514,11962.539,12161.394,19083.47175,30062.763,25358.15025,10702.467,11016.216,11381.4126,11977.3845,18731.115,30594.121875,26874.79425,10195.03125,10919.448,11149.5465,11673.4176,18955.9332,31186.971,26873.8992,10089.5922,10459.854,11170.2483,11668.374,18960.5133,31388.110875,26842.3875,10090.846125,10446.8184,11191.6188,11408.1732,19163.673,31665.357,26888.7384,10083.747375,10418.2695,11172.168,11531.6541,19219.464,32270.616,26972.04015,10133.226,10596.650175,11241.4014,11628.8541,19239.4467,32713.335,26552.4768,10394.6904,10944.2394,11499.597,11902.7034,19225.84275,32712.36975,27711.5418
"397",25668.7974,25114.86675,22806.5067,10934.849475,11401.5546,11582.21835,16807.084875,20113.7742,25433.227125,25043.013,11524.41675,11361.1572,11874.195,12162.663,18987.4125,27975.2643,26870.184,10958.77215,11172.168,11446.120125,11896.5375,18541.4724,29803.2345,24558.08625,10225.902375,10797.5619,11120.9976,11868.30495,18502.9695,30547.73655,26698.96215,10087.07175,10447.60275,11098.6146,11649.654,18674.296875,31059.7335,26508.1248,10085.697,10177.50825,11069.079975,11478.92445,18774.9585,31314.7296,26791.911,10084.797,10378.152,11127.01275,11491.00695,18907.1955,31589.0982,26974.6362,10087.9146,10417.845375,11129.652,11505.645,19077.845625,32079.35745,27106.7904,10102.7412,10447.9092,11221.794,11598.8355,19092.3237,32618.8809,26480.7765,10183.7898,10773.9747,11423.00025,11645.1405,19178.901,32702.337,27363.5721,10256.64525
"398",25242.1344,22815.296325,10948.68225,11666.7333,11642.5737,16951.167,20613.285,25447.5216,24895.18395,11461.683375,11447.514,11934.0621,12915.18,19198.14075,28576.989,26835.138,11478.0267,11348.5725,11789.44875,11925.6732,18832.3623,30055.4793,24929.4591,10160.940375,10810.20375,11160.1026,12002.6781,18391.09725,30240.2421,26719.8615,10117.6884,10445.76,11147.8626,11635.5555,18866.25,31030.533,26493.48,10090.2015,10298.5479,11153.85525,11586.418875,18796.54275,31083.1074,26653.12965,10101.2292,10387.498725,11194.05015,11496.69225,19076.556375,31346.361,26826.903,10096.1316,10416.0033,11201.1201,11598.918525,19052.48115,31584.9465,27008.231625,10162.249875,10591.56,11251.6452,11601.684,19120.9977,32178.9024,26510.3514,10256.6061,10728.7281,11385.0846,11770.049925,19150.023375,32113.699875,27626.9715,10344.23325,10966.88025
"399",22215.7395,10884.591,11606.328,11650.861125,16951.167,20401.034625,26050.278375,25127.67375,10891.6758,11165.70825,11686.02525,12507.228,19134.954,29506.76775,26875.1466,10481.1615,10952.071875,11384.5311,11816.0415,18762.084,30147.741,25451.76195,10135.849275,10695.915,11120.8599,11858.16375,18613.23975,30560.8869,26858.2338,10089.9837,10365.89625,11139.602625,11644.857,18857.7099,31067.67375,26826.903,10093.914,10357.9452,11180.157975,11594.3292,18803.23335,31285.5156,26997.21225,10096.0425,10445.76,11220.795,11608.119,19133.715375,31655.694375,27197.019,10096.0425,10457.0136,11179.31085,11635.029,19183.923,32228.425125,27440.6913,10104.9336,10520.955,11304.1116,11640.996,19223.9622,32946.156,26585.361,10349.589375,10849.827825,11613.24,11835.153,19190.3265,32920.6851,27646.815375,11368.104975,11442.1842,11928.14235
"400",10707.2685,11332.683,11582.615925,18154.0656,25493.06925,24823.08,20843.79525,11270.15775,11389.170375,11896.77375,16112.5065,20462.22675,26855.523,25804.1376,11471.5305,11345.7294,11796.4206,12374.0586,19144.44,28648.539,25677.1836,11315.0277,11123.6895,11672.0082,12162.663,18538.763625,29941.5501,27134.8362,11161.303875,11020.71285,11567.17125,11813.9868,18911.664,30542.9643,27387.2394,10198.035,10822.68,11112.31575,11692.7739,18676.2375,30445.3485,27465.0399,10541.6883,10707.2685,11140.31745,11655.498375,18984.351375,31188.105,27365.1966,10111.087575,10518.957,11167.165575,11688.19875,18819.513,31697.1738,27456.3675,10263.6945,10686.3678,11196.846,11628.455625,19224.9315,32482.049625,26670.6297,10277.766,10907.94465,11435.10075,12037.4802,19138.1481,32713.335,27659.4885,11240.4951,11299.91715,11901.85875,12162.663
"401",11956.5423,11668.374,18324.6183,25981.29,24733.2915,22119.4674,11891.390625,11715.4431,12162.663,16762.7475,20509.551,27416.7855,27197.166825,11680.4592,11962.539,12541.176,13726.611,19288.6245,29553.741,26181.78525,11648.9421,11875.3938,12297.906,12991.7295,18663.015375,29867.6565,27509.42655,11373.8175,11615.940675,11930.83875,12258.427275,18869.5035,30416.9175,27508.3425,10808.438175,11334.52575,11640.294,12012.9426,18611.0352,30384.1638,27488.259225,11048.790825,11447.9757,11509.341975,11916.94275,18937.2195,31103.118,27516.404025,10305.8325,10994.87925,11265.2451,11887.9326,18686.831625,31227.170625,27515.862,10968.24375,11515.62555,11512.742625,11887.9326,19160.969625,31655.3319,26484.57,10744.26975,11509.94205,11710.6695,12162.663,19029.52575,31633.28325,27661.608,11422.35,12168.640125,12302.82675,12667.887,19224.9315
"402",11756.8152,18445.7844,26273.295,24812.8218,22109.67,12829.717575,12242.0565,12572.85375,16951.167,20734.236,27517.7466,27399.654,13279.2885,13244.31675,13263.399,15586.8462,19510.245,29553.741,26843.373,13580.2818,13783.059,14318.856,15891.5223,18780.12,29591.680725,29209.2723,13710.9726,13555.0341,14179.29975,15769.3932,18646.7859,29655.62415,28525.12065,13643.4483,13438.224,13944.2526,15620.607,18646.7859,30057.3261,28555.22025,13610.8908,13398.8742,13944.2526,15609.011175,18676.467,30258.8568,28723.41,13561.9218,13215.3813,13874.6655,15547.7961,18666.63225,30355.007175,28415.4318,13558.762125,13177.134,13868.079525,15563.826,18555.2505,30366.691425,27067.4595,13527.1953,13192.1757,13917.744,15599.9601,18505.0305,30324.942,28699.11675,13572.4248,13347.23175,13917.744,15620.607,18889.092,30421.5255
"403",18144.307125,26273.295,24837.4053,22270.4343,12446.865,12235.806,12412.8774,16665.201,20512.197,27050.72625,27150.231375,13132.77075,13244.178375,13261.734,15306.412725,19230.399,29094.8733,26980.947,13493.475,13636.0611,14125.91625,15882.6582,18677.90475,29604.8574,28194.41115,13592.853,13741.641,14499.63,15895.53,18760.896,29936.75625,28592.6463,13587.2289,13522.85775,14287.068,15807.96,18643.56075,30044.20275,28580.13855,13539.3579,13380.1506,13996.7784,15640.975125,18677.90475,30157.387425,28503.660375,13526.1765,13191.239475,13966.342875,15620.607,18643.56075,30362.726475,28579.0653,13520.20275,13154.6187,13938.74325,15629.5737,18631.93725,30364.786575,27388.9575,13511.9322,13158.9036,13976.730225,15656.837625,18518.60475,30325.2237,28461.726,13531.5684,13265.8533,14122.4445,15696.6012,18840.45825,30421.998,28886.84775
"404",29578.5855,26101.9719,21978.837,12684.2004,12382.5672,12610.917,17428.554,22876.0155,27519.183,26843.373,13260.267,13260.267,13274.0991,16251.138,19850.6232,29534.828175,27052.704,13561.425,14214.501,15166.0485,16101.08415,19298.2365,30158.9433,29294.97705,13601.76975,13872.411,14865.845625,15999.59925,19176.29235,30130.410375,28461.726,13531.27275,13592.853,14252.4495,15872.72625,19033.002,30224.6235,28880.3583,13507.0164,13496.031,14063.6385,15745.509,19033.785,30287.412,28461.726,13507.0164,13317.69195,13929.767775,15585.23835,18888.6816,30350.4345,28324.9593,13507.0164,13272.6708,13920.437925,15620.607,18973.719,30371.3064,27415.830375,13497.0165,13298.202,13960.27575,15708.0168,18941.2992,30369.4029,28494.912375,13504.5279,13509.189,14304.4119,15869.26575,19236.933,30427.083,29133.732375,13464.4815
"405",26553.274875,22120.21035,12994.686,12896.3655,12855.1041,17621.84025,22239.819,28184.0931,27353.0547,13348.485,13257.8505,13272.147,15746.989275,19867.190625,29590.3368,27145.2276,13469.463,13329.2115,13800.5883,15653.0259,19098.2178,30068.397,28482.34995,13528.8558,13471.0344,13896.538875,15653.9304,18748.395,30022.434,28461.726,13530.771,13406.603625,13834.045125,15607.4742,18683.5545,30160.188,28631.1186,13556.619,13361.569875,13840.655625,15610.239,18653.0985,30271.235625,28549.074375,13551.723,13237.6995,13856.418,15541.8966,18653.0985,30413.745,28532.388375,13550.434875,13237.6995,13827.304125,15493.815675,18659.9205,30413.745,27393.552,13520.655,13257.6561,13876.569675,15603.327,18630.432,30399.0192,28604.5695,13561.71525,13483.5327,14122.18395,15714.2835,18993.6819,30431.529,29066.853375,13538.988,13214.4372
"406",22352.544,12812.17635,12291.931575,12667.887,17516.925,21721.334625,27966.222,27892.3176,13088.655,13244.31675,13293.8685,15734.8008,19867.5693,29905.9722,27107.87985,13425.993,13496.031,13926.033,15714.2835,19062.7776,30164.0139,28808.7138,13504.334625,13717.764,14181.976125,15807.96,18818.856225,30141.660375,28209.6324,13531.2255,13738.07925,14235.5232,15807.879,18802.962,30235.3398,28647.419625,13561.425,13737.657375,14266.6785,15807.77775,18824.33925,30292.803225,28885.0455,13556.574,13451.7807,13990.61295,15610.3362,18695.4588,30363.7113,28261.591875,13569.1551,13433.096025,13873.82175,15610.3362,18791.541,30423.83895,27447.9678,13502.034,13270.203,13832.9964,15617.2365,18636.831,30365.6256,28555.871625,13552.6671,13717.764,14352.039,15826.559625,19122.858,30571.6464,29157.978375,13464.4815,13257.394875,13694.5539
"407",11535.489,11694.51,12532.8555,18335.178,26046.991125,27519.183,22421.8125,11712.384,12068.2494,12400.768125,17107.821,20551.4406,27882.4815,26015.81625,11900.655675,12277.17,12807.25965,15283.01925,19230.399,29629.4598,27497.502,11784.0798,12035.2185,12534.372,13021.587,18562.19625,29963.6874,27516.0402,11354.31405,11686.68,11922.255,12062.441025,19039.505625,30432.78,27539.305425,11049.5826,11360.29725,11779.9407,12088.7964,19072.5327,31099.274325,27519.183,11259.5625,11901.67875,12064.06035,12384.4572,19199.7576,32624.163,27886.329,11236.365,11921.5908,12156.3792,12665.527875,19230.6258,32864.229,27553.0959,11391.0318,12127.9221,12289.311,12591.981,19231.6842,33118.416,28612.8315,11568.051,12329.03025,12628.9935,12865.415625,19291.4325,34482.795525,29025.76275,11641.9869,12155.3136,12580.579125,13093.1127
"408",12324.46185,12661.209,18635.9145340909,26273.295,27700.30845,23047.74675,12990.698325,13245.4035,13265.758125,17126.0298,20715.4935,29316.7944,26843.373,13260.648375,13469.041125,14329.737,16109.29575,19853.238375,30147.741,28676.89575,13545.9495,13879.59975,14847.2325,15807.96,19230.399,30238.471125,28938.7575,13466.7468,13252.764375,13725.4113,15719.50395,18826.506,30204.4842,28295.4897,13516.1946,13286.2626,13922.685,15698.35485,18867.5595,30338.118,29108.65545,13542.231375,13345.2945,14021.130375,15580.28115,18826.506,30423.2625,29229.8508,13526.55855,13236.112125,13898.5605,15617.151,18808.767,30427.083,27516.7854,13479.4935,13194.7191,13898.5605,15677.5635,18808.767,30423.83895,29333.3616,13580.7399,13338.15525,14056.6185,15714.2835,19107.20925,30443.7258,29370.1086,13499.991,13176.6705,13708.328625,15844.0653,18848.6028
"409",12961.944,18701.3475,28183.626,27771.8994,21884.4882,13263.3063,13420.062,14051.6955,17408.5371,22226.7942,27839.2248,26137.9485,13469.463,13785.042375,15046.8381,16415.1801,20250.49275,29828.208375,28763.2053,13580.780625,14159.475,15389.8119,16181.856,19904.01975,30254.199975,29067.9435,13543.9695,13552.9686,14231.7378,15735.04515,19230.399,30282.249375,28307.475,13469.463,13169.7495,13728.663,15620.607,18783.99,30155.00175,28039.2786,13516.8264,13150.62225,13817.89395,15459.8094,18754.1595,30378.2589,28258.743375,13569.606,13155.290325,13817.89395,15467.9409,18679.9095,30378.2589,27423.946575,13545.576,13163.337,13876.84035,15600.01545,18686.025,30413.745,28402.03125,13588.2675,13278.4947,13913.316675,15620.607,18897.3,30418.191,28561.95675,13545.576,13177.134,13755.315375,15710.517,18835.40385,30423.123
"410",18439.248375,25995.2139,27649.7253,22352.544,13053.0798,13265.829,12752.2215,17439.435,21147.454125,28334.37825,27006.4395,13317.226875,13524.33375,13659.08265,16131.519,20039.04225,29776.0527,28461.726,13592.853,14050.8,14324.175,15670.229625,19422.7092,30326.0355,29322.405,13529.70135,13510.3734,13926.033,15610.401,18554.3082,30091.665375,28348.147125,13549.00725,13440.015,13842.7038,15573.537,18579.7827,30229.291125,28645.578,13568.17905,13259.3787,13826.5812,15296.3622,18440.5761,30413.745,28581.6546,13552.44885,13238.2161,13854.925125,15424.271775,18461.293875,30413.745,27497.502,13547.33505,13285.460025,13875.2028,15543.7965,18554.3082,30413.745,28581.6546,13577.139,13524.27075,14048.5509,15597.4005,18871.488,30437.23725,29294.0982,13528.66725,13238.2161,13724.32545,15620.509125,18731.4129,30434.499225,27591.96375
"411",25061.697,27798.1965,22383.297,13036.8825,13272.147,13251.762,17778.5055,21074.77575,28543.908375,26558.334,13437.819,13496.031,14286.6045,16037.166375,19873.6362,29994.73875,28458.513,13556.008125,13990.7565,14368.9608,15828.588,19731.785625,30301.95015,29142.446625,13510.593,13511.8989,14048.7399,15668.339625,19876.1283,30428.0325,28396.1817,13486.853025,13265.173125,13825.832625,15615.3609,19731.627,30434.4189,28480.8825,13490.114625,13223.62575,13798.188675,15506.3907,19703.7495,30625.59375,28570.2795,13396.0419,13213.58265,13840.3917,15523.5222,19731.627,30672.7254,27629.979525,13384.9935,13234.968675,13849.0344,15620.607,19556.623125,30772.2924,28593.5976,13396.0419,13460.6772,13883.6124,15693.48675,19873.1934,30818.331,29047.9455,13382.35425,13244.52735,13775.08275,15807.96,19794.9825,30921.876,27708.9777,12998.093625
"412",29227.1247,22331.646,12968.874,13613.616,12949.95465,17827.35975,22636.225125,28124.512875,26766.472275,13260.267,13482.6363,13753.5381,16209.8226,20398.4667,29970.43875,28598.76585,13570.7589,14009.4441,14562.1035,15714.2835,19896.445125,30378.9339,29393.9604,13514.6916,13529.799,14047.209,15629.362875,19592.20575,30421.998,28664.8659,13464.97965,13177.134,13788.432,15503.013,19256.076,30414.312,28465.155,13507.20675,13177.134,13795.7337,15390.916875,18952.6365,30422.94975,28465.155,13531.158,13195.6155,13830.18975,15334.6473,18953.595,30433.266,27481.32675,13469.463,13175.2116,13820.027625,15342.673725,18818.8218,30424.84875,28746.565875,13552.03575,13354.9596,13906.1655,15562.189125,19433.0826,30582.1359,29321.2305,13483.641375,13191.666075,13635.6723,15581.3085,18953.595,30436.21845,27582.5196,13230.594,13034.7711
"413",21650.2965,12695.11875,13267.9494,13292.5995,18131.2398,23494.86135,29322.405,26546.8104,12998.4615,13568.98635,13988.15775,16689.807,20638.23975,30303.1179,29190.479625,13366.5255,13344.785775,13866.386625,15918.2928,20292.1902,30422.1231,29212.6995,13466.48625,13261.836375,13860.58635,15620.607,19759.7385,30434.888025,29387.27925,13464.97965,13265.5158,13833.8397,15605.055,19566.48825,30473.8767,29349.238275,13463.98335,13220.8146,13824.045,15509.1618,19273.2615,30481.0155,29328.8985,13464.97965,13224.6027,13823.38575,15490.431225,19068.0075,30479.6277,27519.183,13404.222,13245.4035,13842.4437,15556.4334,18982.8279,30440.421,29293.5231,13478.21325,13469.3955,13860.4266,15588.905625,19559.31975,31470.4386,29543.373,13256.9739,13252.1238,13722.9255,15807.96,19287.99675,30914.4789,27611.6337,13044.726,13271.175,13781.07675
"414",11466.9,11722.7349,12041.271,18890.793,26273.295,28006.9371,22140.081,11184.429375,11732.229,11867.927625,17182.5732,20958.7743,27903.816,27330.0336,11422.35,11757.099375,11975.5125,13025.0646,19531.8414,30071.385,27511.2333,11185.0695,11685.17205,11969.046,11978.145,19230.399,31195.473975,27752.677875,10770.536925,11443.059,11783.512125,11947.3542,19224.0999,31778.177175,27766.7235,10878.462,11535.4773,11783.512125,11955.957075,19385.2602,32718.76875,27886.329,10898.431875,11633.9706,11930.1525,11978.145,19381.1778,33025.1931,27519.183,11050.648425,11958.0543,12166.507125,12000.5253,19400.087925,33392.11725,28445.131125,11303.6175,12366.9927,12747.27825,12070.404,19517.34375,35111.579625,29629.422,11303.6175,12373.659,13000.824,12845.5227,19324.197,35230.593375,28603.494,11499.2325,12144.402225,12837.1446,13065.624
"415",13463.276625,12970.0575,19127.241,26273.295,28316.963475,22654.1745,13467.9627,13577.198625,14824.34325,17600.1786,22339.189125,29246.45805,28281.224925,13579.82415,14248.3644,15350.1561,16769.5461,20720.718,30306.411,29003.612625,13582.70775,14214.501,14923.4049,15881.8932,20280.732075,30439.465875,28789.9461,13521.50145,13615.8516,14035.6476,15620.607,19701.1872,30438.51075,28738.881,13510.355625,13304.6523,13841.88885,15487.3611,19304.34525,30438.51075,28604.823975,13497.553125,13372.36425,13906.0935,15549.8697,18990.431775,30429.9315,27477.856125,13510.355625,13465.44945,13931.5086,15620.607,18871.488,30429.84105,28732.4766,13559.843475,13592.853,14121.20115,15730.8696,19478.54925,31196.93175,29376.07155,13464.97965,13356.136575,13766.281425,15761.709675,18875.5245,30438.51075,27597.9384,13374.58905,13136.445,13824.42525,15346.7964,18222.4449
"416",12683.875725,18869.2335,27693.7704,28346.652,22371.4656,13123.03545,13354.37955,13414.27095,17927.199,23127.0615,29348.27775,27886.329,13511.1051,14187.2256,15270.6735,16970.418,20841.1974,30288.1005,29101.784625,13592.853,14095.2528,15050.025,15883.65045,20592.9081,30438.51075,28822.179375,13438.787625,13177.134,13785.966,15576.19605,19858.338,30440.421,28554.2631,13373.008875,13092.0435,13785.966,15616.4598,19460.277,30679.298775,29110.751325,13443.582825,13177.134,13733.9307,15375.5415,18879.6393,30440.421,27508.6638,13468.217625,13177.134,13821.6105,15667.44525,19089.3771,30509.39655,29387.99745,13526.1765,13320.258975,13868.917875,15632.382375,19567.2375,31631.6124,29607.957,13422.966975,13165.532775,13712.058,15883.6788,19414.0368,31197.6495,28005.4458,13182.5097,13114.46025,13714.056,15324.51555,18256.93425,30165.19785
"417",18750.258,26273.295,28399.185,22352.544,13203.8622,13397.8482,13348.827,17917.0326,22133.3958,28800.876375,28155.299625,13556.0061,14249.7171,15403.122,17151.9174,20746.854,30093.795,29019.9834,13592.853,14214.501,14991.6915,15990.5475,20540.916,30513.733425,29154.83625,13454.2863,13389.6897,13817.1726,15504.1335,19946.35125,30668.2686,28404.15525,13459.5,13148.5365,13756.068,15513.0084,19415.6352,30535.704,28514.858625,13471.632,13150.591875,13727.31075,15448.3335,19013.727375,30440.421,27393.552,13469.463,13156.52085,13781.565,15460.9749,19219.7556,30578.662125,28919.380725,13510.3869,13369.3605,13796.2467,15521.168025,19831.2597,31646.96595,29607.957,13391.1189,13213.773675,13721.3865,15677.296875,19510.0947,31590.3753,28192.725,13200.948,13150.5174,13742.91495,15272.901,18686.97,30246.6726,27344.3481
"418",26273.295,28918.3824,22352.544,13176.0054,13410.4383,13652.7777,18597.9897,22247.1873,28442.88675,27844.86375,13514.4945,14047.1271,14863.0131,16876.7766,20550.9528,30106.9062,28951.695,13582.377,13984.488,14845.36275,16077.7548,20316.771,30436.6005,29154.56355,13590.576,13538.3157,13959.514125,15426.9432,20226.7017,30436.6005,28774.98,13509.0117,13259.718,13786.803,15308.8902,19899.5481,30440.421,29102.78025,13512.7827,13230.9954,13794.948,15179.6187,19726.2351,30866.94675,27704.62125,13425.433425,13266.95625,13786.803,15396.044625,19460.543625,30487.7025,29227.996125,13527.414,13519.5408,13926.033,15396.044625,19565.465625,31079.475225,29490.31935,13459.6593,13230.9954,13681.6398,15435.8262,19219.464,30551.042025,27519.0075,13415.058,13173.402375,13702.833,15035.257125,18360.3015,30099.7053,27011.83815,13375.594125
"419",29970.818775,21032.2737,13108.3893,13521.8898,13752.5472,18871.488,24169.5576,28407.07125,26334.11655,13326.036975,13680.2952,14317.6545,17143.6284,20782.67175,30088.8135,28333.9107,13527.6228,13936.30785,14851.782,16622.843625,20419.891425,30618.7128,29352.21975,13466.97225,13677.1515,14212.3221,15936.9984,20287.5867,30854.5038,28812.708,13425.9714,13177.134,13827.24,15559.5276,19884.0528,30781.3392,28619.664525,13303.1079,13154.993325,13787.3061,15384.6657,19459.8747,30973.809375,27556.7427,13231.368,13177.134,13787.3061,15540.6951,19130.0535,30431.529,28392.6276,13460.7825,13299.8625,13812.240375,15581.390175,19539.75825,31708.056375,29547.399375,13299.8625,13230.34875,13689.255825,15620.607,19480.45815,31273.455375,27790.3818,13113.0405,13179.8124,13718.278125,15109.9839,18493.542,30273.5313,27331.05375,13029.5979,13098.4452
"420",21975.8616,12952.2159,13522.67325,13985.86095,18983.7675,24642.2115,29282.995125,27542.241,13309.04115,13627.44,14418.405,17647.443,21810.9024,30419.2746,29093.337,13545.6435,13726.5219,14318.856,15948.1575,20719.4733,30653.937,29128.5045,13469.463,13231.591875,13786.803,15503.0373,20169.7452,30923.6634,28507.328325,13325.796,13154.69475,13750.758,15395.9751,19731.627,30720.5568,28924.9839,13461.271875,13187.9151,13744.6713,15395.9751,19457.1189,30895.0335,27629.805375,13271.175,13177.134,13767.00975,15510.08025,19219.464,30494.5776,28473.211125,13468.680675,13277.3904,13787.2755,15501.4128,20003.18625,31402.2069,29441.664,13346.1729,13232.9979,13682.82375,15807.879,20127.14325,31206.3768,27884.6928,13159.715625,13234.207275,13847.668875,15419.0358,19341.55575,30435.8364,27469.04265,13092.732,13098.0321,13726.26
"421",12485.805075,13488.8733,14301.3384,19752.4818,26273.295,29666.9925,23175.1395,13154.059125,13584.0024,14502.1176,17804.841525,22105.078875,29998.9116,27972.770175,13263.48945,13755.0717,14757.723,16192.4481,20683.8495,30558.5595,28461.2697,13306.2075,13284.3537,13821.6105,15605.055,20137.383,31025.4651,28349.919,13240.9539,13155.01425,13746.748275,15506.4825,19709.2575,31022.825175,28822.4379,13244.3775,13167.83025,13728.627,15399.95625,19472.569425,31268.6244,27771.298875,13146.979725,13159.9053,13722.685875,15516.6813,19080.89325,30509.0712,28318.5018,13466.557125,13241.6748,13704.70725,15454.862775,19223.274375,31193.109,29029.8438,13302.343125,13177.134,13678.6995,15699.273525,18978.6402,30440.421,27560.8125,13465.31175,13145.4198,13642.4385,15252.805125,18232.2846,30049.583175,27237.4002,13457.794275,13089.4704,13630.167,15169.05
"422",13507.785,14060.79,19324.0845,26156.493,29558.5308,22918.260825,13161.0123,13496.031,14849.50725,17508.34575,21908.0556,29511.2565,27894.040875,13434.27075,13721.137425,14540.1075,16582.9842,20630.0682,30201.1497,28461.726,13564.5678,13663.126575,14196.583125,16052.1615,20134.683,30674.01555,28749.28725,13503.1212,13209.426,13822.54875,15518.5227,19901.660175,30899.6289,28873.4382,13424.62275,13169.6055,13782.604275,15449.84145,19755.154125,30934.5621545455,27664.2594,13361.2875,13177.134,13821.8805,15448.3335,19427.8581,30899.6289,28929.0285,13474.3041,13310.0442,13808.205,15505.758,19599.4431,31189.6008,29322.405,13453.614,13177.134,13641.5988,15642.12735,19408.5423,30885.8724,27539.541,13119.237,13138.07175,13714.7472,15176.3031,18206.1765,30223.908,27247.69125,13273.173,13108.8915,13551.485625,14847.2325,18206.1765
"423",13851.5085,19711.377,25906.597875,29338.1568,22707.1188,13132.37745,13332.816,14016.3435,17497.0485,21905.3052,29614.2804,28027.85085,13303.31175,13594.4946,14214.2877,16392.06,20678.5746,30255.903,28696.95675,13466.887875,13603.14135,13939.059825,15928.6149,20249.20485,30438.8928,28825.36425,13465.31175,13186.4436,13734.738,15606.7452,19755.35325,30640.9905,28921.019625,13309.7418,13140.0765,13648.30425,15520.3371,19451.6775,30440.421,27671.928075,13355.78625,13177.134,13714.4934,15520.3371,19219.464,30438.8928,28997.9055,13482.1341,13216.543875,13732.6995,15537.8223,19700.6715,30814.9785,29402.904825,13417.76475,13177.134,13592.34,15769.35,19883.03625,30714.224625,27904.8915,13301.1369,13143.1491,13663.1205,15315.251175,18928.420875,30330.983925,27464.7537,13124.43135,13090.5936,13622.42475,15223.55175,18493.542,30136.2633
