"","h=1","h=2","h=3","h=4","h=5","h=6","h=7","h=8","h=9","h=10","h=11","h=12","h=13","h=14","h=15","h=16","h=17","h=18","h=19","h=20","h=21","h=22","h=23","h=24","h=25","h=26","h=27","h=28","h=29","h=30","h=31","h=32","h=33","h=34","h=35","h=36","h=37","h=38","h=39","h=40","h=41","h=42","h=43","h=44","h=45","h=46","h=47","h=48","h=49","h=50","h=51","h=52","h=53","h=54","h=55","h=56","h=57","h=58","h=59","h=60","h=61","h=62","h=63","h=64","h=65","h=66","h=67","h=68","h=69","h=70","h=71","h=72","h=73","h=74"
"381",15620.607,20720.718,30440.421,27497.502,11325.285,11534.67,11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892
"382",20720.718,30440.421,27497.502,11325.285,11534.67,11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663
"383",30440.421,27497.502,11325.285,11534.67,11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158
"384",27497.502,11325.285,11534.67,11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385
"385",11325.285,11534.67,11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901
"386",11534.67,11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785
"387",11874.195,11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609
"388",11429.964,19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865
"389",19230.399,30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346
"390",30413.745,27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014
"391",27393.552,9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744
"392",9755.883,10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074
"393",10822.68,11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058
"394",11172.168,12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57
"395",12162.663,17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092
"396",17436.06,30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445
"397",30109.968,27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365
"398",27519.183,11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799
"399",11422.35,12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826
"400",12446.865,12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354
"401",12246.066,11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549
"402",11978.145,19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585
"403",19731.627,33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786
"404",33166.017,29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977
"405",29684.178,11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726
"406",11184.885,12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052
"407",12678.768,13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672
"408",13827.24,11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327
"409",11796.327,21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642
"410",21441.753,34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901
"411",34750.782,31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901,9585.432
"412",31227.849,9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901,9585.432,27387.828
"413",9102.402,13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901,9585.432,27387.828,25106.814
"414",13627.44,12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901,9585.432,27387.828,25106.814,25180.173
"415",12435.768,12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901,9585.432,27387.828,25106.814,25180.173,39150.864
"416",12443.193,21012.615,36518.499,31807.863,11726.937,12652.74,13332.816,28626.939,29518.803,36045.972,32485.671,12073.725,11728.881,11328.228,12494.844,20158.821,34111.233,33340.599,10724.913,12072.753,12366.999,11889.855,19731.573,33538.752,35001.153,11197.575,11015.73,12324.825,13826.862,20145.078,32847.849,32851.44,10849.518,10793.358,13402.125,13230.405,24273.189,37083.744,35720.892,13269.663,11641.158,13736.385,13436.901,21355.785,31386.609,34181.865,15152.346,14836.014,16941.744,14425.074,21974.058,38229.57,35872.092,13541.445,14620.365,17453.799,18992.826,25647.354,41895.549,41670.585,24459.786,14116.977,8103.726,26705.052,28569.672,36933.327,31542.642,23777.901,9585.432,27387.828,25106.814,25180.173,39150.864,35033.769
