"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"373",2021-05-14,-0.561362407641014,4.2278724706792,-36.2118144224389,5.096486868553,14.4565941962511,-4.24781601815972,16.2288385786966,27.7439049499266,18.5595434826828,-29.6141608320706,-16.6620505377346,5.19348997289363,3.96134312057316,6.11000941266781,18.0791998117076,13.4794679547356,-48.360661911469,11.5723902330878,39.2850439840683,2.02196489690013,7.76091648147739,16.8275858258537,13.692781985351,-36.0768675758364,29.260607018287,15.4029505769335,6.4565486773342,15.5786597031268,19.5247428472352,6.07447072743029,-28.4396185179423,18.4326390874656,13.8219756344884,12.606246298797,22.7692241682614,17.2819013482395,11.8242512258259,-13.5769061819744,-0.938830952697486,20.927544801671,16.2050432811615,26.8362958872652
"374",2021-05-15,2.5046854190832,-33.9546510688411,5.13775318622579,14.0464177598385,-4.45967945337399,15.1626183947652,26.8714586235458,18.5174155413715,-25.1598845247708,-14.9454053982077,5.3773296291714,4.18190111626317,8.68134464071938,16.8465240052406,14.1576823029747,-46.250386014597,14.0481996916348,39.5912490329236,2.17390823072053,6.9094800205996,16.8275858258537,14.8607713798027,-35.7720743066652,30.4187487452374,15.4029505769335,7.32593430670042,15.412971130837,19.5790261729298,7.01524764923985,-30.4401239856862,18.2848555950315,13.0103426412974,11.0553525799306,22.8055429220335,17.1331374960528,12.3638033311156,-15.3870933104263,-4.27027479480249,19.7888193722521,14.117938722473,26.4257838606548,13.1678427602352
"375",2021-05-16,-34.2422563798713,4.315684845272,14.1005412347491,-4.15807977743639,13.5414870355542,26.8673701573736,17.4506396799672,-28.1405243578257,-16.0198138457237,5.06886816857686,3.37097601325183,6.62816306761586,16.6676360188129,14.2896528527336,-51.2515597500383,12.8081888081586,39.5786949482793,1.77519050338943,7.6985967028629,16.6701198675076,14.6213765859388,-39.6201135223515,28.7337528928482,15.3853697049222,7.60905123646354,15.4594029318225,19.4905196548985,6.96142568233142,-36.0204933569705,18.2637030972741,13.3957822620673,12.6276236278654,22.8917988895849,17.4690905338851,12.7625718210061,-21.1236980564802,-3.66278182346367,20.3285996318585,15.687247200891,26.7290512158085,13.599964564705,0.539341819615571
"376",2021-05-17,8.94687783005322,15.9413050790447,-3.5197074266847,13.5496563754553,26.8745117371334,18.5091328723578,-19.8801889192448,-11.5660261787773,5.57828791235983,2.97219820233495,5.04482440348361,16.1335059800524,14.2796035989838,-48.8275512740365,16.7199822639646,40.1182794158381,2.55783178141146,6.64867041119699,17.0673070282306,14.7563482036408,-40.4671687847596,32.4865892078284,16.0498564437783,9.16909110500512,15.4376049605994,20.0896187297802,6.65200536975287,-33.6249999086944,20.122455987789,14.0710244267799,13.2235198773813,22.7359031347344,17.4570099774524,12.329893938801,-21.1834874027508,-0.551214444329569,21.6207284622941,17.2209716604464,27.1630396197764,15.1553029257839,0.277593480795549,-28.4387344008972
"377",2021-05-18,13.2189707366297,-4.94921239080091,9.01106500691563,26.8305739618237,17.7366775994352,-22.5837951236418,-19.9194041642809,2.04624953604248,2.65355681484135,-6.41957652133387,15.1960064052069,14.388198261162,-49.5577465283793,11.8400330535205,37.8006771922787,0.255812511899547,4.63110097607601,14.3174817601931,14.9580664722043,-38.5167310765115,27.5316200170758,14.5936787109434,4.54682398577663,15.2326203701995,19.0686184246781,6.60642369381058,-32.3920092269776,18.4618804570506,12.9216929053363,11.4976527457035,22.17100735414,17.0390898967907,12.5677209421947,-20.2830354441006,-0.679281328626227,19.92135506576,16.5910223342517,26.3954516470441,13.1692320948891,0.48924119082416,-28.314934789491,8.6818970451456
"378",2021-05-19,-6.00042800693983,13.1156891768379,26.4163446877,18.7772227931606,-24.0570168161724,-21.137165608064,-2.54311524517578,1.79480412288552,3.66774196496293,14.5338538584297,14.3445446612822,-49.1381266931291,10.4498957000192,36.09463738216,-0.818282716918534,6.1982630616044,14.3987424823817,14.8729537985192,-35.6671063877225,27.7193545611585,12.0706271196529,3.9427186035235,15.1283979552291,19.0686184246781,6.8639993608859,-30.1060824862001,17.1528313662816,10.8127120726794,8.98896281618606,21.8122477467041,16.638686449833,12.0771948853566,-16.3668967132942,-3.43988340546636,19.1643379653031,13.2149207651875,25.3384148145226,12.8917088671017,0.0798063113491236,-23.6721493292722,6.88416684553196,12.1711367202519
"379",2021-05-20,11.175131235188,25.9317094769273,18.5174155413715,-23.5589930206064,-19.4595800210389,-1.70149253731342,3.42085810719473,1.40093395597065,14.6981301367161,14.2704917241845,-48.314126753385,13.8046819102516,37.5037966703917,0.242263636323381,7.7335639098347,16.9331501755607,14.8267461580895,-34.7409826217284,31.6199012515636,15.4029505769335,6.07676310543612,17.2174137708306,19.64027510272,6.79165104968514,-34.3046787175436,20.0057581799451,12.9216929053363,9.74271046568734,23.8387924450585,17.4399423106399,11.3663381490448,-20.4191599230792,-0.551214444329569,19.761103852133,13.7925044453563,27.5240146002196,13.3273015877626,-0.539373488786752,-28.4387344008972,8.95891464548901,13.1365332058649,17.1778163236604
"380",2021-05-21,26.1186749369376,18.9967201694291,-23.0704907697243,-18.975046272254,-1.20288159803845,4.16672924949952,-7.7035375181628,14.582185416318,14.5269027758823,-48.0140521866628,11.6167353602128,36.3415140834981,-0.4281732484979,-15.9428421425981,14.0950680004309,14.9546923528631,-37.4941938240868,27.3738177654526,11.5708722319531,3.42570622990858,7.35648771845644,16.7378347779765,7.13358828211211,-29.7307069463101,16.3147844207937,11.3271232050623,8.64215795761213,20.9459981292853,15.299877567075,12.5564411072409,-14.554630379821,-2.12462517910162,19.7570361751438,14.604587998515,26.368778801086,12.5532437091459,1.12193317065936,-24.5090744308177,8.47478223152322,12.5789905749587,18.0323472879846,14.5107470381648
"381",2021-05-22,17.3589387016019,-22.9241189114653,-20.4475314806677,-4.36155319858881,2.74496887666318,-9.85977866522888,7.73919189363112,12.6314570590838,-49.3229931634618,12.4549343464372,37.1988953838219,0.525710762500603,-17.3285387848779,10.8220241005793,13.6166361649928,-37.9114062712893,27.5417008623942,14.9046670318272,4.79904638758687,-6.58415302563346,15.6594598033457,7.13333940591258,-34.1865292846243,15.7956032183134,10.7073804906559,9.6668046400023,16.3885022554412,14.370356828267,12.5289683493702,-17.6546372128891,-5.2873749981536,18.4186607662302,14.0243175645309,24.3003924507464,11.0527477602425,-0.0494672453679825,-27.3509614489293,5.35613194891608,11.7038160852653,17.8844873658056,13.4693795062688,25.0356371423058
"382",2021-05-23,-23.9294483956243,-23.3916563469553,-4.3002395707971,2.25344688362525,-8.43722298884187,6.02858126300122,0.496365129319228,-52.3116625366243,11.5306568043561,36.8448952692054,2.10282460109778,-17.8284162159671,9.37553006632909,8.23055158980563,-42.3418862175319,29.2241927050585,12.7858333784768,4.42448143957761,6.82959012309226,16.6507742472242,6.37603401838996,-36.2656744305635,16.2378715886701,12.5773426351018,9.93916878578684,21.2137334488943,16.8202502765359,11.4858282222309,-20.6381109495036,-1.87993914238025,20.1976519060381,14.573245794009,26.7290512158085,12.4060565309137,-1.55622307130789,-28.5841363513153,8.6818970451456,13.7874118026041,18.2272748581876,15.4399350211913,25.0356371423058,30.9722723509055
"383",2021-05-24,-19.4980758731807,-4.47801684868798,1.43391574705664,-9.81595035960046,5.50570251160841,0.832847412627317,-40.7570844662705,9.41846462366349,35.7414861457348,1.9180791148068,-20.5631022825871,4.44637593478146,0.222424958353911,-39.9218720969121,25.7056729608867,9.49071148108689,3.56360109907871,-10.3259084282208,13.682748150906,-0.579010478185758,-35.9433364815501,15.58687735599,9.08690255654067,9.08888419870619,-0.525992637278721,12.2142389214823,11.5121408483778,-21.6544810284744,-4.58706307823356,18.4929662091921,13.6635190938638,5.16578907580149,9.1415945011393,0.747566620060212,-29.4333938226415,3.09716409100665,10.6712250475409,16.7487318925507,0.607011013292176,23.0591607686418,32.6264569754358,-19.6505526298373
"384",2021-05-25,0.840184908164537,3.95747371342212,-8.46715161705978,7.5888708850151,8.34639460621124,-32.6266650933172,18.0094323460945,36.7015530530961,3.00754043630922,-18.0779708599929,9.56189586251286,13.0611954374789,-31.7157133699974,31.2350117920106,11.5695680873817,4.39297451645924,2.68546883938952,15.9221680266339,6.21631025106132,-31.8296398396236,16.2378715886701,12.1942952320176,8.98149039890005,19.4816790093793,15.7679896070513,11.8555677936252,-18.371045361811,-2.75811558023999,19.8398346224642,14.6053891396526,26.4217218529986,12.1723505944852,-0.244644347290466,-28.4387344008972,8.32702833226015,13.3481653902507,17.3001968965356,14.6732582176251,25.0356371423058,30.443691924446,-19.3405693647357,6.51561657731751
"385",2021-05-26,4.79732281369556,-8.5446873257971,7.1693511485519,7.2323576321256,-36.8678712832757,17.9219681624728,36.7845783546807,3.31325723529142,-18.233244295536,9.81359621860696,11.4452865674461,-32.9869755861915,32.1696361795209,11.6720872265393,4.87980173482032,-4.12702770037095,15.548101982089,5.91131246854827,-32.0294986446598,17.418886046794,11.5962322055146,9.14402059764312,12.9898183347206,13.7765432919499,11.5377615887375,-19.6548324434075,-5.6286651206074,18.3752944654796,13.6534185278543,24.9834506741344,10.2338051746181,0.497067434749636,-28.2305308229926,6.78078271445947,13.0256772624775,18.2755098213867,14.1035388044361,25.0356371423058,32.4919322307382,-17.6600971947772,6.32746024778181,26.5364829191767
"386",2021-05-27,-7.62912718067752,6.66649660488662,4.39823717617348,-38.2282243830671,10.198169963621,36.489326341729,2.38418884593983,-18.6598141628209,9.41803896868085,10.787474739732,-37.8485253861494,29.1325536707459,11.7973419527258,4.07472657723182,3.21756140771771,16.085001202936,6.41349486394186,-34.0818200344916,14.7664999275331,12.3328149621341,9.07291651725247,20.0473385221354,16.2566271668135,11.7113375619902,-16.8104506896518,-1.83517604888305,19.573299253226,14.9679348144674,26.2772233945346,12.5532437091459,-0.477032725338043,-28.6023038356567,8.86355709379695,12.9727380420438,18.0271342178051,14.4286830627808,25.0356371423058,30.3688881340099,-19.0707876747946,7.41521308462656,27.3348082256243,19.2823152029992
"387",2021-05-28,12.0154316326702,12.2485928977002,-40.2470911864812,13.7354038811014,37.4405570360182,3.0869740401773,-4.53866999038819,13.063251589163,14.3708738900653,-42.036800704173,28.418353839739,13.088244440833,4.00083508431657,14.6452839241885,17.4567346269487,5.78101084552702,-32.4859590264341,16.8421230448629,13.0546244837801,9.43404635494255,22.0196897016296,17.1665503276881,10.8672194298302,-21.2994055230714,-2.76056514867281,19.7606365223031,13.4457666529887,26.1850147251201,12.8571546135834,-2.866440020965,-29.6228488188031,7.13217845985072,14.5362817328775,16.7287047020768,14.2052221713239,25.8212851780612,29.4867412581474,-18.9468170601416,7.49616181558063,28.9826077252945,19.0640509325089,34.5706503637804
"388",2021-05-29,1.40672321267336,-38.7963813799112,12.7029650754621,36.3641508352675,2.50079699268094,-15.7890532269689,5.76287422337512,0.326324564273202,-34.7662975487099,27.0734358763924,10.8732552050416,3.3228166585852,11.3859412774282,15.6934085829145,-1.3485307095809,-31.7448808608145,16.334800951079,12.1343951337818,9.151156619544,20.5013000609269,16.5586099154049,9.40561070452144,-17.4791933074978,-1.15117406953328,19.573299253226,16.9781884440276,26.4297280892623,12.5532437091459,-0.107916659409143,-28.6022003761787,8.6818970451456,12.758487213326,18.3662088040879,14.5053257216767,25.0981842175702,30.207771597206,-17.9910085376346,4.80940997723246,26.5622802496099,18.868696505729,34.2121694335684,27.1731306990881
"389",2021-05-30,-39.0058335279098,11.9669867886691,36.5730214332789,2.27705236684687,-15.7369297122403,6.6963814599028,1.41061800451983,-36.0846401099922,28.9585580875102,10.8792743338329,3.66672054307419,8.14678797497554,16.031541115545,-1.97292127398731,-34.7336323774003,15.1765254280443,12.444412777678,9.39844308702362,19.669106604996,17.0535283950207,9.35301457199993,-20.4310494616518,-1.73823345495011,19.7304269868671,16.6947749965805,25.8682233222238,12.9065401355545,-0.139391856906024,-28.5523587726395,8.86355709379695,14.3298972286014,18.4367852733893,14.1990053007002,25.664967288527,30.6938600029723,-18.4946155228001,7.46293166780769,27.783290910991,19.1152632399754,34.2006083976641,27.5099635258359,-1.96723820719339
"390",2021-05-31,19.501221031982,36.879907017393,3.03792578227045,-17.2710783459142,7.12621403030895,4.48910722946705,-20.7715246553454,32.6007174484251,11.5262303600843,5.37166460140438,7.51778101758724,14.5647813501467,2.2358092035414,-26.4965826143931,18.8097851846339,9.54213986109305,9.41979480223025,18.5502389880978,13.7282949322372,10.8672194298302,-17.6487607742842,-2.82037647035655,19.489237107896,14.4204558037139,24.9241763135925,12.5532437091459,-1.64644853997204,-25.2207721801602,8.30444659082779,12.7912462460902,17.5389948900661,13.6774955057607,25.2710694877589,31.0561718434853,-18.0022596840224,7.10274506949672,26.3638340232499,18.719917069546,34.0741080658333,27.4889969604863,-2.20649235752048,-2.00801789201626
"391",2021-06-01,35.5111357058942,2.68631917785776,-14.5154987886718,9.03849075785327,6.66227734576581,-30.121937435745,24.9063064643162,12.1054711874337,4.12628629922956,9.03608491581621,15.0404630026626,4.74452609242963,-32.0072292113607,16.2378715886701,10.6359443959117,8.77278182249116,20.4987085203333,14.9421317455833,11.3105854332183,-17.6454955438634,-1.15117406953328,19.573299253226,14.7934130566466,25.3989696798382,12.8419590683616,-1.95351282363913,-29.086364868472,8.6818970451456,12.7709967821156,17.2794211866923,13.8736621538217,25.2007942880975,28.6103267446551,-19.711062996965,7.10274506949672,27.7721022765181,18.7316410872696,34.0290432169582,27.1731306990881,-2.9188516535491,-2.70306568355107,42.8783782684955
"392",2021-06-02,-10.2927398394503,-13.3229266650502,8.02899583682108,2.985349614885,-30.3782375236892,17.6946550423255,1.02518470365487,-1.04215828888531,7.12015797146917,13.8407247812426,-2.66568808545017,-33.0260571543773,5.91071295668831,3.80823845350526,7.5059885208917,19.7220315275501,13.8662212545774,10.4733896533023,-19.6548324434075,-7.16976986366121,19.5490028707404,15.3226498231628,24.7778084551114,13.9184465399032,0.492218092914172,-26.9537891344097,7.965653394863,12.6600438519011,18.3392433547419,13.7963233850572,25.2950464890931,32.5954226024925,-18.027432942222,5.87126596779488,27.0929802094017,18.5232049317934,34.5416811611366,27.1731306990881,-1.93651828654173,-1.81159081680663,41.6788158296898,33.2191849638967
"393",2021-06-03,-14.9421588292699,7.22399256318666,1.33869724773154,-30.3904537178106,20.5803125268878,6.34720475002892,2.67765745380097,11.0920146898703,15.2046872836899,-0.554550925296839,-31.3624473988498,10.4201186367868,6.64816226051147,9.40167043361194,20.3192572061133,14.442480070025,10.4514869254552,-18.2286409678227,-3.90798485452764,19.0612583570972,15.4710172538445,26.0117357235359,13.5081631882471,-0.57402352069343,-28.4387344008972,6.74184225274857,12.986605426413,17.0990655227916,14.5639529288582,25.5376259749637,29.6099339716779,-19.2997185637612,4.19970537906856,28.2500473819481,18.4942251415047,34.1475253313991,27.5834346504559,-2.24033478131764,-2.65280078374249,43.036563719251,33.5706726325237,34.0311766904259
"394",2021-06-04,12.2148692065649,7.12069218039287,-30.3809702971523,22.8235798293743,5.84971037958632,2.7355745918862,13.7943141343865,15.9221680266339,5.42787791726459,-31.7401238395973,14.8659950095774,8.92143681757257,10.0601772069416,21.4445693494547,16.2689904915968,11.3610791181881,-15.4834395712738,-3.15925395254485,19.8275966212371,13.8357074467046,26.1718262107138,12.8951434766381,-0.975252126188988,-28.4387344008972,8.22631041174787,12.8702212338803,16.7014204678637,13.7745322590786,25.6478490105635,29.7307912783168,-17.8739115224976,7.34914703222103,27.7858947040267,18.623519590485,34.0290432169582,27.6327608915907,-2.48251245174662,-2.31847756730453,43.0757447700006,32.6979315980548,33.5306766406461,37.3760072857679
"395",2021-06-05,0.892225289879975,-30.3904537178106,22.3032394384841,3.45267259350216,2.19758094930228,13.7385658306728,13.2884371644044,-5.2153998619235,-33.1929875115867,10.7912666298456,6.49884657245116,8.64314152990572,21.0981724776101,14.370356828267,5.86091558154747,-20.5366106029694,-4.480022682101,19.573299253226,13.6782148230651,25.2403103450543,14.4842155608386,-1.26975958348705,-29.0338333185041,9.04521714244831,13.1064084046013,18.1727626459144,14.0351676630341,25.9947794439568,30.9582280630985,-19.1658078606749,7.63951089589479,28.0443565885706,19.4192574788775,34.5320444974058,29.0600607902736,-1.7713011348156,-2.00801789201626,43.7677161343276,34.0869358447091,34.835146170129,38.0395756111044,35.8328110974663
"396",2021-06-06,-30.5894120124361,20.4965881488639,1.66900409501394,2.36975378481763,13.2366527026778,11.4158959588072,-8.18183616877988,-34.1051760043067,9.88490984727113,6.97405459212861,9.25203425290512,21.1619312412221,14.0342664458073,1.56929946680532,-21.5073504290191,-4.70811976543229,18.0658458193055,13.4080218327244,24.9845024684297,13.2460775500463,-6.50635204400748,-29.4496990363784,8.88887770980899,13.1587657040724,17.195738596409,14.0998818217163,26.0532378444664,28.6645851468122,-20.1621252375505,7.61763040160487,29.1120002975764,18.7995449833497,34.5465661058849,27.6391236068896,-2.91729040197636,-2.25068158527388,44.3069918911512,35.1674380752073,34.3498177157206,37.9362991417252,36.2521352930487,13.8335039130736
"397",2021-06-07,25.7479157152533,3.63645665926315,2.75448521092612,11.1484919507139,12.1317884678538,-5.30518817280572,-21.9113692989703,12.6068396993212,5.39239254123736,9.17596108332292,19.8523765800245,13.2038335078418,6.21869042094611,-15.7847046650332,-2.50180948019912,16.3580700231757,13.9518077782337,25.2521758994485,12.8834091658328,-1.5779692355115,-22.4995396053228,8.81305746345185,12.3708083505658,18.3844404856781,13.9865538519576,25.5322995968386,31.6575285025796,-16.6117345990085,7.23782641626162,25.5393836981301,19.2797710238792,34.473227788921,27.176914893617,-1.32593116411204,-0.198460014738146,41.485565215894,30.0717041542192,33.5856721104302,36.8997687170292,34.3269398446693,14.0627733444146,-11.455709016646
"398",2021-06-08,-3.97942160185068,1.18689725769085,8.20765743320969,10.2908640933245,-5.55736198197041,-25.2459224749804,4.15548652703407,-1.70907603947882,8.22240823577867,20.0922313851012,12.4535336579745,3.82866182300023,-19.5861698700741,-15.2946621565065,14.0396848861718,13.7972722121265,24.7778084551114,11.1936321032155,-2.06555835123961,-27.6756172909757,4.96540633719682,12.1609531034053,17.6368977856953,13.4934642661462,25.8233113596893,32.0145697543577,-17.747690678567,5.64272625196836,25.5899008255972,18.6192859174181,34.2890851090601,27.4408389057751,-0.400568173121368,-1.98449272653445,40.7827887494924,31.2581550497676,33.3247782045336,37.2747920461337,34.5941704159347,14.1600262410638,-11.7833997940159,19.3805141395062
"399",2021-06-09,0.91513029111218,8.26701976488827,11.1404169013176,-5.3418289712802,-23.0704426275849,3.16836996502004,0.505532390627467,8.50550971243488,19.3260492735963,12.6573923264287,6.00399616457656,-17.2268969085247,-15.5420808776102,14.3075538939384,13.4028714070774,24.4776362237955,10.697731608622,-2.39604990427994,-25.9124608664524,4.38063425627817,12.3708083505658,17.6832966105668,12.8409174022335,25.7686853785007,31.4636207299208,-17.4475970765929,6.39762794516684,25.885227637049,18.9031300742154,34.1539115331572,27.0747507598784,-1.951181806215,-1.83835203530279,41.530670179401,31.0467517113883,33.3818123965317,37.2812556846236,34.2243393119703,13.7813167729904,-11.6376616403025,19.9835228871117,32.0539248776285
"400",2021-06-10,6.81896026722276,9.93061949186371,-5.00863102659939,-24.793959806549,4.43112185274989,3.13612510300303,7.98539804965812,19.7004282048862,12.6680590411083,6.4580316524935,-17.2586413908222,-10.8402204365402,16.1847049622798,13.9495769583993,24.4072974802953,12.2989276950551,-1.5253060429529,-26.3551018972399,6.88608964727767,12.6039057980804,18.6039098026347,13.5596107430604,25.9762087060449,32.8880490860067,-17.4403358325375,7.27316045771628,26.9184906502575,18.9875879530672,34.0615725081231,27.9847163120567,-2.00461258001414,-1.4933485011569,42.2974402096161,32.7799844601927,33.5514140727366,37.1155304506829,36.3867812832134,13.9966448375901,-11.8196142639589,22.3731061367199,33.9489151930637,23.3223751544027
"401",2021-06-11,9.50709194597406,-7.46835165808791,-24.7082786412852,2.83592320859888,-1.96842685699769,6.88047240157618,19.6203049779891,12.4797791775388,1.87427433527715,-16.9508165516434,-19.1867001974426,12.8246511716627,12.726973705636,23.9246800244542,11.0789514831753,-6.20036847080655,-26.8185589750063,0.802635579881228,9.56189664668045,17.4499273358024,12.909033517209,25.2813311172944,31.8073970474795,-17.6563152968317,4.64090515192387,24.9436199099832,19.7327235865587,34.0328179469909,27.1806686930091,-0.726996029522957,-1.16576057182266,40.1967159951384,29.8344485824391,33.542131007539,36.9928240855582,34.0274573079062,14.2455117007441,-11.680896294927,17.2995066913153,30.7801756451006,21.8441150520558,26.5340944035079
"402",2021-06-12,-8.59010015276021,-23.9732229923544,-0.0504085565770499,-6.86265641489521,5.57004161740267,16.0449057348562,3.81536450109969,-1.75529327570879,-19.3239167146608,-22.113725215045,8.34803673784704,10.947951879425,22.9752466786308,7.94867400835636,-14.7769936139116,-29.5326114620686,-4.3069641196251,7.46716303139257,16.6818495772975,11.4607432528669,23.3571246272884,22.6465335130889,-37.1555400077529,0.601281441838135,21.8927626952623,18.2403515370572,32.883464462027,27.2083404255319,-11.781602333918,-17.6931520821383,39.8099038637687,29.9388510813116,33.1940648418727,36.6241332794697,35.6731427585435,5.72878590831789,-28.5717203193634,17.7737143163338,31.8633585934823,21.6022233986236,27.0569672328705,26.1734924825203
"403",2021-06-13,-23.9208227144933,2.08692240297596,-4.01986194666628,5.75820104627503,17.1304523182274,6.06928217003589,5.33197472124225,-16.364924885058,-21.968271318631,11.5497563208744,12.4572757293315,23.5901847871103,9.15348856122538,-3.50838995517229,-24.8171698590813,-2.58429585211419,9.60857502104268,17.4384885846889,12.3387751802508,24.6898375527295,32.5761395724082,-15.4608904478712,2.81185390562275,25.5322808341348,19.150036236205,33.7530253350998,27.0610334346505,2.46864486424765,-0.1009326277932,40.649037944132,30.1932596085576,33.5000482789432,36.7023808680081,34.2616722928633,14.9515707444202,-11.4132798126777,18.1088996503637,31.6477498227606,21.8108920063526,26.0321903428971,25.7180480614916,13.5093265560187
"404",2021-06-14,8.73958533270137,2.39648581500963,8.40259663085508,15.1711246313634,7.05989241414462,7.23064676644731,-8.27746161279931,-12.4307596862583,14.05062421913,12.3452674052797,22.5802773778768,8.11835678985275,0.169469652224996,-22.1337482748132,4.39812951634829,10.7636101960866,18.2368227774913,11.902323916282,24.1077434789736,32.8699284516252,-12.202060504064,4.3048697367593,25.2167790548763,20.3388773198052,33.2653413170107,27.1794042553191,3.09515573229331,0.293516722203241,40.2474411423274,29.2523519029566,33.8336832931342,36.6166396167176,34.0274573079062,15.6396483748753,-9.58572107639896,16.1548513710833,29.5044363560709,21.7508205399682,25.6089503315276,25.8448305818497,14.8989698430163,-22.2796801668695
"405",2021-06-15,-4.44629281983607,5.93391726107903,14.9571623488626,6.46601655337466,5.85740723139456,-8.98655349804281,-22.8573046376854,9.27029149300754,11.2174414287668,21.301600918567,7.71583580097564,-4.21770021645878,-23.2595529309036,-6.32745239202498,7.64290835783984,17.0345319019268,11.5135289113355,23.0313202238448,31.4534723254283,-11.5668639556762,-0.697175399531312,22.5370420556858,19.5432525739937,32.8082511157658,26.7914893617021,2.47538732814753,1.55533972917059,39.3078660090813,29.4960363443943,34.2090208079744,36.6650224077526,34.0905221073732,15.9114131099295,-7.58034700398763,16.6016289568514,29.8074535530989,22.0023292747485,26.1454034098559,25.5397866732508,14.3809049677922,-21.9062518106495,31.7331360280273
"406",2021-06-16,7.44215877725572,14.2634790145281,6.02288507740237,6.39595994610281,-10.4933670431362,-18.5255259801967,12.7743178415084,11.5077997277423,21.8562197198283,8.4973728504645,-0.523087617512435,-25.4030574344946,-2.083512198612,8.61436825205491,17.3711499695279,11.7602164548825,23.7519561523091,32.497202819473,-13.2888802745658,1.89104218932314,24.0041008264238,18.7042300035777,32.9843126660696,27.0777203647416,2.56812107965139,-0.120719547801181,39.2773173213104,29.7849266101339,33.3783153000224,36.6239112100186,34.1602006707381,14.8613751035663,-11.4582911535403,16.4919422899168,31.2241561199326,21.5965531439327,26.1920449993268,25.373841390344,14.1792288480115,-23.6616644456033,33.0654427685728,35.2508038337872
"407",2021-06-17,14.5372383788283,6.74124826184027,5.85227050358103,-10.1634079439298,-19.3064459347012,11.3685134142736,9.13320436915021,22.3773618807835,8.31110155842687,-3.17639807514777,-23.5792944477437,-4.40204219431923,8.35513805035694,14.4117200318785,11.2407564949938,23.474450192036,31.9658420203393,-14.0288086075997,0.689394783708369,25.3152449425306,18.6299045015458,32.5799366930898,27.6888145896657,1.60454951769572,-0.174642127448371,40.5716994335333,29.1173205219232,33.3113451514183,36.1454176913754,34.0774845669664,15.8722524477552,-11.455709016646,17.9046939677691,31.1806943035763,21.6822128110111,26.7051191055985,27.22848141964,13.524400527928,-22.6143847654364,32.5319745548443,34.3125902458643,19.2297363057931
"408",2021-06-18,-0.0385892236866283,-1.57327839247675,-9.37887410560019,-22.8573046376854,7.76069533592113,8.74038142134162,10.5960058111635,-3.36601900435533,-14.8683591727379,-23.7638661565425,-10.5389658009587,2.12505065829808,12.8676574000281,2.96456191271745,19.6014615896967,23.9498205982888,-18.8102905443097,-9.93384675920767,17.708095316538,14.8644398983552,30.5187663294081,24.3881458966565,-7.3563520999854,-10.7602656732387,33.5420932625238,24.9566710651466,31.4558127597495,34.2239204235384,33.8361042122132,12.1568846239679,-21.8640680979921,12.3883374191215,29.1729279950068,21.6457855420269,24.6725309406386,26.7319601062934,13.872338405988,-22.9673600247214,29.7564671983431,33.1564459447877,19.1037433820328,25.6330238427532
"409",2021-06-19,-1.17697460010398,-10.4004177933095,-22.6644472838102,7.63864913067114,8.32600582292828,11.2290545026656,-2.20656719611448,-14.5380695106638,-24.7135207053453,-9.83253179330327,2.2073872787921,12.5861891144344,3.9485789735042,19.4824677709512,23.8277177413077,-20.0162857980277,-9.3492107176514,18.8002093662155,15.4709881016815,30.5889615051551,24.375623100304,-7.82327346494785,-13.9631565293613,33.0270213648293,25.7014263801626,31.970805247746,34.7948149145623,33.8818443645335,9.52219716965886,-27.5260252990731,12.5164771128883,28.843028074496,21.5554967354861,24.9183439742424,26.4485223791074,7.53389625852975,-40.5661200919327,27.8015140002152,30.9715152733914,18.7341068168264,25.0904486916989,22.8643270617556
"410",2021-06-20,-9.66827894536474,-22.8573046376854,9.29875092591709,8.93389608613245,12.323632722197,-0.344553783952159,-14.103263666435,-25.526117310633,-8.70605503684624,3.42034437251254,12.7358304814589,4.15090635429618,22.1437375114381,24.0105571006985,-20.9436969943366,-9.8700191738635,19.2487260012647,15.5854516988206,30.8059936791776,25.4045542046606,-9.46277256850374,-15.7073823902857,34.5824681837814,24.8155987514569,32.2438802061836,34.7087464651977,34.3504441299404,7.39835114801447,-27.5736701261433,13.4798858658522,25.9693271234525,21.0410711134639,24.9258904039002,25.8989156589948,6.50637697779294,-40.2023823319234,28.1190040705077,31.9654230594255,18.6760833586405,25.1726155157573,23.5510079461487,12.3198967841511
"411",2021-06-21,-22.4995568619921,8.40480300617065,8.47770482834085,11.5161614767192,-1.81515362313788,-13.8636745105925,-18.7256482253596,-9.76140489733132,2.96312075899121,12.7213914021846,2.77830600861507,21.3430191662465,24.7397127095674,-15.8943715903826,-10.4067679416641,19.430495553182,15.2108029759557,30.6009407219356,24.9364295845998,-7.13935853989304,-0.811102589057251,33.240731838795,25.8964861280426,32.4102049178482,34.5105849167594,33.948953967983,12.328038307336,-18.4726366845362,12.2670096049512,25.7104925729056,21.3021175224987,24.2507453622979,25.7354934526786,13.6985502642223,-23.8946572158809,27.6752548550218,30.6270562870461,19.2229125275787,25.0082317251523,22.9266069801104,20.1825570038465,-21.1566953307571
